ticker,retorno_total,retorno_anualizado,volatilidade_anualizada,drawdown_maximo,media_retorno_diario,desvio_retorno_diario,melhor_dia,pior_dia,percentual_dias_positivos
BOVV11.SA,54.84439036618891,7.143226716259421,24.320063760801837,-46.829958890383594,0.03926254647664351,1.5320200138170452,13.97967639087938,-15.019258233050437,51.40889167188478
FIND11.SA,40.38241151186044,5.498269283671475,27.37956925106032,-49.010652121656896,0.03609016236452591,1.7247507438661092,14.104473057077893,-9.448080757675248,50.28177833437696
MATB11.SA,72.83783989983606,9.018053941585947,28.15048942619358,-49.18518537356532,0.05016357211063329,1.7733141501538467,11.91489037047042,-18.965517241379317,50.970569818409516
