periodo,data_inicial,data_final,cenario,rotulo,quantidade_meses,retorno_total_bruto,retorno_total_liquido,retorno_anualizado_liquido,volatilidade_anualizada_liquida,retorno_volatilidade,sharpe_excesso_cdi,sortino_excesso_cdi,calmar,maximo_drawdown,meses_positivos,melhor_mes,pior_mes,turnover_total,turnover_medio_mensal,custo_acumulado_simples,indice_final_liquido,diferenca_indice_vs_benchmark
WALK_FORWARD_OOS,2024-01-31 00:00:00,2026-05-31 00:00:00,WALK_FORWARD,Modelo walk-forward,29,32.05%,31.97%,12.16%,4.85%,2.51,-0.10,-0.17,5.36,-2.27%,86.21%,5.67%,-1.80%,0.64,2.19%,0.06%,131.97,3.17
WALK_FORWARD_OOS,2024-01-31 00:00:00,2026-05-31 00:00:00,MODELO_FIXO_CELULA_9,Modelo fixo da Célula 9,29,31.96%,31.89%,12.14%,5.25%,2.31,-0.10,-0.16,5.35,-2.27%,79.31%,6.43%,-1.80%,0.55,1.90%,0.06%,131.89,3.09
WALK_FORWARD_OOS,2024-01-31 00:00:00,2026-05-31 00:00:00,MODELO_ANTERIOR_SEM_CDI,Modelo anterior sem CDI,29,28.38%,28.31%,10.86%,8.14%,1.33,-0.18,-0.28,2.21,-4.93%,65.52%,8.68%,-3.64%,0.57,1.96%,0.06%,128.31,-0.49
WALK_FORWARD_OOS,2024-01-31 00:00:00,2026-05-31 00:00:00,BENCHMARK_5_ATIVOS,Benchmark de pesos iguais,29,28.87%,28.80%,11.04%,7.52%,1.47,-0.18,-0.28,2.50,-4.42%,65.52%,8.10%,-3.28%,0.54,1.85%,0.05%,128.80,0.00
WALK_FORWARD_OOS,2024-01-31 00:00:00,2026-05-31 00:00:00,CARTEIRA_ESTATICA,Carteira estática,29,30.81%,30.76%,11.74%,4.89%,2.40,-0.18,-0.28,5.17,-2.27%,79.31%,5.68%,-1.80%,0.39,1.34%,0.04%,130.76,1.96
WALK_FORWARD_OOS,2024-01-31 00:00:00,2026-05-31 00:00:00,CDI_100,100% CDI,29,33.93%,33.93%,12.85%,0.53%,24.28,4.62,∞,-,0.00%,100.00%,1.28%,0.79%,0.00,0.00%,0.00%,133.93,5.14
