cenario,rotulo,meses_confirmacao,quantidade_mudancas_regime,turnover_total,turnover_medio_mensal,custo_acumulado_simples,retorno_total_bruto,retorno_total_liquido,retorno_anualizado_liquido,volatilidade_anualizada_liquida,retorno_volatilidade_liquido,maximo_drawdown_liquido,meses_positivos,indice_final_bruto,indice_final_liquido,impacto_final_custos,diferenca_liquida_vs_benchmark
Original_1m,Regime original,1.0,11,2.7643518219380234,0.035900673012182124,0.0027643518219380232,0.7269339144807869,0.7221657497546328,0.08840593415193054,0.08330980563739537,1.0611708126737924,-0.08933046633128838,0.6103896103896104,172.6933914480787,172.2165749754633,0.47681647261541116,2.842170943040401e-14
Confirmacao_2m,Confirmação de 2 meses,2.0,11,2.7643518219380234,0.035900673012182124,0.0027643518219380232,0.7269339144807869,0.7221657497546328,0.08840593415193054,0.08330980563739537,1.0611708126737924,-0.08933046633128838,0.6103896103896104,172.6933914480787,172.2165749754633,0.47681647261541116,2.842170943040401e-14
Confirmacao_3m,Confirmação de 3 meses,3.0,11,2.7643518219380234,0.035900673012182124,0.0027643518219380232,0.7269339144807869,0.7221657497546328,0.08840593415193054,0.08330980563739537,1.0611708126737924,-0.08933046633128838,0.6103896103896104,172.6933914480787,172.2165749754633,0.47681647261541116,2.842170943040401e-14
Benchmark_Estatico,Benchmark de pesos iguais rebalanceado,,0,2.764351821938024,0.03590067301218213,0.002764351821938024,0.7269339144807867,0.7221657497546325,0.08840593415193054,0.0833098056373954,1.061170812673792,-0.08933046633128838,0.6103896103896104,172.69339144807867,172.21657497546326,0.47681647261541116,0.0
