ticker,BOVV11.SA,FIND11.SA,MATB11.SA
BOVV11.SA,1.0,0.8051089091834756,0.6913725780095475
FIND11.SA,0.8051089091834756,1.0,0.4171330347066514
MATB11.SA,0.6913725780095475,0.4171330347066514,1.0
