diferenca_final_bruta_pontos,diferenca_final_liquida_pontos,custo_break_even,custo_break_even_bps,quantidade_anos_completos,quantidade_anos_superiores,proporcao_anos_superiores,proporcao_janelas_12m_superiores,maior_vantagem_12m,pior_desvantagem_12m,conclusao
0.0,0.0,0.0,0.0,6,0,0.0,0.0,0.0,0.0,O portfólio por regimes empatou com o benchmark após os custos.
