data,periodo,regime_confirmacao_1m,regime_confirmacao_2m,regime_confirmacao_3m,NG=F,ZC=F,GC=F,USDBRL=X,EURBRL=X,JPYBRL=X,IMAB11.SA,B5MB11.SA,IB5M11.SA,BOVV11.SA,FIND11.SA,MATB11.SA,CDI,retorno_bruto_MODELO_BASE_4_ATIVOS,turnover_MODELO_BASE_4_ATIVOS,custo_MODELO_BASE_4_ATIVOS,retorno_liquido_MODELO_BASE_4_ATIVOS,retorno_bruto_MODELO_SELECIONADO_5_ATIVOS,turnover_MODELO_SELECIONADO_5_ATIVOS,custo_MODELO_SELECIONADO_5_ATIVOS,retorno_liquido_MODELO_SELECIONADO_5_ATIVOS,retorno_bruto_BENCHMARK_5_ATIVOS,turnover_BENCHMARK_5_ATIVOS,custo_BENCHMARK_5_ATIVOS,retorno_liquido_BENCHMARK_5_ATIVOS,peso_selecionado_NG=F,peso_selecionado_ZC=F,peso_selecionado_GC=F,peso_selecionado_USDBRL=X,peso_selecionado_EURBRL=X,peso_selecionado_JPYBRL=X,peso_selecionado_IMAB11.SA,peso_selecionado_B5MB11.SA,peso_selecionado_IB5M11.SA,peso_selecionado_BOVV11.SA,peso_selecionado_FIND11.SA,peso_selecionado_MATB11.SA,peso_selecionado_CDI
2021-09-30,TREINO,ESTAGFLACAO,ESTAGFLACAO,ESTAGFLACAO,0.3404158778390447,0.0051498127340829,-0.0328925350809224,0.0446468222647424,0.027258337238776,0.0260109574147651,0.0048902744783503,-0.0066244710519872,-0.0071204220437246,-0.0656714049366781,-0.0850059082596315,-0.0978988469342776,0.004419993322352,0.012763207805211672,0.014423856939223628,1.442385693922363e-05,0.012748599853589004,0.008591600563781835,0.007995398108008579,7.995398108008579e-06,0.00858353647240695,0.01212142207576092,0.01353463500764613,1.353463500764613e-05,0.012107723381729718,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.5
2021-10-31,TREINO,ESTAGFLACAO,ESTAGFLACAO,ESTAGFLACAO,-0.075166179819214,0.0586865393572433,0.0157807499580302,0.0425908947995574,0.0500915586571215,0.0276881654786864,-0.0309457916948697,-0.0509245312050475,-0.0394431330500597,-0.0646319971186365,-0.0535980300335366,-0.0890269138874849,0.0048599610251687,-0.017408222379850846,0.03186654430109131,3.186654430109131e-05,-0.01743953418426225,-0.006274130677341073,0.016688518601764072,1.668851860176407e-05,-0.006290714489996407,-0.01569528519484934,0.02962903142397435,2.962903142397435e-05,-0.015724449190175016,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.5
2021-11-30,TREINO,EXPANSAO_INFLACIONARIA,ESTAGFLACAO,ESTAGFLACAO,-0.1583118664342765,-0.0021997360316761,-0.0052720271531471,-0.0078300669197282,-0.0410586956677391,-0.0097587327581931,0.0267833389592666,0.0522729268259603,0.0423803308382841,-0.0144913104708247,-0.0289460113308702,0.0361742400570248,0.0058674909390046,-0.009188134173826603,0.023906080715144336,2.3906080715144337e-05,-0.009211820602264553,-0.0016603216174110014,0.015087060776996078,1.5087060776996078e-05,-0.0016753836288149193,-0.008030009165147279,0.022965807236218036,2.2965807236218036e-05,-0.008052790556740907,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.04166666666666667,0.5
2021-12-31,TREINO,EXPANSAO_INFLACIONARIA,EXPANSAO_INFLACIONARIA,ESTAGFLACAO,-0.2202758534858027,0.0511463844797175,0.0220455435972921,0.0182120517620383,0.0240735528279136,0.0079651599757581,-0.0117882472685491,-0.0036421792219248,-0.0414999193183911,0.0259031645678715,-0.0382329995263654,0.1146042873823256,0.0076908308186334,-0.004290754519009702,0.01737850485036991,1.737850485036991e-05,-0.004308058456961916,0.0005018796160475409,0.10377016596626282,0.00010377016596626282,0.0003980573699502443,-0.003369094108421769,0.016472006581988448,1.6472006581988448e-05,-0.003385510619263399,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.4
2022-01-31,TREINO,EXPANSAO_INFLACIONARIA,EXPANSAO_INFLACIONARIA,EXPANSAO_INFLACIONARIA,0.3687166311917782,0.0503355704697989,-0.0097644131122923,-0.0596384660170639,-0.0766545998526579,-0.0615449418816104,0.0104060870947642,-0.016043884821247,0.0126373794052629,0.071381152172568,0.1723750471428888,0.0019678408131444,0.0073227032460896,0.03868111688377784,0.02465863762106102,2.465863762106102e-05,0.038655504422512754,0.02613775142870254,0.01588945525136276,1.588945525136276e-05,0.026121446658819325,0.03626893121934027,0.02304639379871565,2.304639379871565e-05,0.03624504895746994,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.4
2022-02-28,TREINO,EXPANSAO_INFLACIONARIA,EXPANSAO_INFLACIONARIA,EXPANSAO_INFLACIONARIA,-0.0828888543865149,0.053514376996806,0.0509749303621172,-0.0448289718106229,-0.041550924393448,-0.0478809385942077,0.0021351188530651,0.0051599586390771,-0.0340748707287497,0.0107202893153943,-0.0171456023885556,-0.0196398850770905,0.0075504098703889,-0.013792114434394135,0.04076354821377241,4.0763548213772415e-05,-0.013832315767086212,-0.0052551047124809215,0.027201873943579008,2.720187394357901e-05,-0.0052821636377284875,-0.012150381795564668,0.03843171330278548,3.8431713302785475e-05,-0.012188346548877793,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.4
2022-03-31,TREINO,EXPANSAO_DESINFLACIONARIA,EXPANSAO_INFLACIONARIA,EXPANSAO_INFLACIONARIA,0.2621924973563274,0.1353297952994692,0.0332361257205815,-0.0688180783672954,-0.0715557799921472,-0.1186941682363111,-0.0036345521017644,-0.0017453610501242,0.0723513611667512,0.0580294092823676,0.0772829184095704,0.065943186103855,0.0092705386289309,0.036659779465940005,0.01617857393800752,1.6178573938007522e-05,0.03664300778904939,0.02570408313113636,0.012627574948208684,1.2627574948208685e-05,0.025691130975951992,0.03455291478617007,0.015804131992287383,1.5804131992287383e-05,0.0345365645753517,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.4
2022-04-30,TREINO,EXPANSAO_DESINFLACIONARIA,EXPANSAO_DESINFLACIONARIA,EXPANSAO_INFLACIONARIA,0.2839418120081829,0.0928213689482468,-0.0204698867962522,0.0352432812218521,-0.0255836343331722,-0.0336635102357489,0.0,0.0,2.220446049250313e-16,-0.1020712510879942,-0.1166093656856276,-0.1088488193317498,0.0083432052372138,0.0003966662256447602,0.03626796529258714,3.6267965292587145e-05,0.0003603838740753318,0.0035752818302723756,0.025564717935997468,2.5564717935997467e-05,0.0035496257112648255,0.0010079384573039207,0.03448622196509101,3.448622196509101e-05,0.0009734174753492919,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.4
2022-05-31,TREINO,EXPANSAO_DESINFLACIONARIA,EXPANSAO_DESINFLACIONARIA,EXPANSAO_DESINFLACIONARIA,0.1243788659503699,-0.0791322945310111,-0.0348819441434187,-0.0375470881287358,-0.0127515325857117,-0.0148352367367214,0.0,0.0,0.0069146535695263,0.0341391831648163,0.0599078175392633,0.0492091241120105,0.0103459230153135,0.007950129017532302,0.03422113092493768,3.4221130924937676e-05,0.007915635824201406,0.00890844661664478,0.021892926813701325,2.1892926813701326e-05,0.008886358657861138,0.00813442086351547,0.03199220871375561,3.199220871375561e-05,0.008102168416711741,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.4
2022-06-30,TREINO,EXPANSAO_DESINFLACIONARIA,EXPANSAO_DESINFLACIONARIA,EXPANSAO_DESINFLACIONARIA,-0.3340700452377636,-0.0129396151293955,-0.0209475099629691,0.0901650076932687,0.057097094448252,0.0202215299494774,0.0,0.0,-0.0167516449914379,-0.1151856125196116,-0.1296618180574416,-0.1480737025061405,0.0101531560893695,-0.05084552635948014,0.019497862369953683,1.9497862369953682e-05,-0.050864032842775075,-0.02644605337994029,0.012067547670247331,1.2067547670247332e-05,-0.026457801788600688,-0.04615332001726094,0.018107231959506247,1.8107231959506247e-05,-0.04617059154034919,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.4
2022-07-31,TREINO,EXPANSAO_INFLACIONARIA,EXPANSAO_DESINFLACIONARIA,EXPANSAO_DESINFLACIONARIA,0.5171460943307724,-0.171428571428571,-0.0228368448142647,0.0003474416102522,-0.0240489942286463,0.0162098243781869,0.0,0.0,-0.0095238256706755,0.048200049082927,0.0353019564890768,-0.0198584766832443,0.0103484243492919,0.030792387755484457,0.04597153637127101,4.597153637127101e-05,0.030745000645739484,0.02261480239300743,0.03190408538519486,3.1904085385194864e-05,0.02258217680303587,0.029219775185777338,0.04374012895800375,4.374012895800375e-05,0.029174756980084426,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.4
2022-08-31,TREINO,EXPANSAO_INFLACIONARIA,EXPANSAO_INFLACIONARIA,EXPANSAO_DESINFLACIONARIA,0.1091262308297449,0.0933062880324551,-0.0284190679517341,-0.0117313511658478,-0.0280128858118688,-0.0422253998225417,0.0,0.0,0.0246795430090418,0.0653198760449045,0.0980055670200081,-0.0371113045285538,0.0116936128000633,0.020244791304634017,0.04109063269140824,4.109063269140824e-05,0.020202868800659246,0.01682431990280573,0.026051045392504916,2.6051045392504915e-05,0.016797830566291694,0.019587008342743958,0.03834037773178888,3.8340377731788884e-05,0.019547916991713654,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.4
