frequencia,periodo_inicial,periodo_final,quantidade_meses,periodos_por_ano,janela_movel_meses,valor_inicial_indice,custo_por_turnover,custo_bps,cobrar_custo_inicial,benchmark,quantidade_ativos,ativos,cdi_disponivel_em_todos_os_meses,arquivo_cdi,gerado_em_utc
MENSAL,2020-01-31,2026-05-31,77,12,12,100.0,0.001,10.0,True,"Pesos iguais entre os ativos selecionados, com rebalanceamento mensal",12,"NG=F, ZC=F, GC=F, USDBRL=X, EURBRL=X, JPYBRL=X, IMAB11.SA, B5MB11.SA, IB5M11.SA, BOVV11.SA, FIND11.SA, MATB11.SA",True,C:\Users\ferna\Desktop\VSCode\Desafio_Itau_Final\alocacao_regime_macro\data\processed\dados_macro_mensais.csv,2026-08-05T00:06:53.253209+00:00
