candidato,meses_confirmacao,quantidade_mudancas_regime_treino,peso_cdi_expansao_desinflacionaria,peso_cdi_expansao_inflacionaria,peso_cdi_estagflacao,peso_cdi_recessao_desinflacionaria,peso_cdi_medio,peso_cdi_maximo,excesso_retorno_anualizado_vs_benchmark,quantidade_meses,retorno_total_bruto,retorno_total_liquido,retorno_anualizado_liquido,volatilidade_anualizada_liquida,retorno_volatilidade_liquido,maximo_drawdown_liquido,meses_positivos,melhor_mes,pior_mes,turnover_total,turnover_medio_mensal,custo_acumulado_simples,indice_final_liquido,quantidade_janelas_12m,proporcao_janelas_12m_positivas,media_excesso_12m,mediana_excesso_12m,pior_excesso_12m,melhor_excesso_12m,respeita_limite_turnover
conf_1m_cdi_00_20_10_50,1,8,0.00%,20.00%,10.00%,50.00%,20.00%,50.00%,-2.51%,48,22.84%,22.41%,5.19%,6.97%,0.74,-8.03%,58.33%,0.04037911167132746,-0.050864032842775075,3.51,7.32%,0.35%,122.41,37,8.11%,-2.63%,-1.19%,-10.47%,0.42%,False
conf_1m_cdi_00_20_20_00,1,8,0.00%,20.00%,20.00%,0.00%,10.00%,20.00%,-0.45%,48,32.73%,32.31%,7.25%,7.72%,0.94,-8.03%,58.33%,0.051505551784493786,-0.050864032842775075,3.18,6.62%,0.32%,132.31,37,24.32%,-0.58%,-0.67%,-1.65%,0.80%,False
conf_1m_cdi_00_20_20_10,1,8,0.00%,20.00%,20.00%,10.00%,12.50%,20.00%,-0.83%,48,30.80%,30.41%,6.86%,7.53%,0.91,-8.03%,58.33%,0.046512900945293145,-0.050864032842775075,2.98,6.20%,0.30%,130.41,37,16.22%,-0.97%,-1.04%,-2.85%,0.80%,False
conf_1m_cdi_00_20_20_20,1,8,0.00%,20.00%,20.00%,20.00%,15.00%,20.00%,-1.22%,48,28.88%,28.52%,6.47%,7.36%,0.88,-8.03%,58.33%,0.04152069542759018,-0.050864032842775075,2.81,5.85%,0.28%,128.52,37,16.22%,-1.35%,-1.04%,-4.75%,0.80%,False
conf_1m_cdi_00_20_20_30,1,8,0.00%,20.00%,20.00%,30.00%,17.50%,30.00%,-1.62%,48,26.99%,26.61%,6.08%,7.20%,0.84,-8.03%,58.33%,0.04037911167132746,-0.050864032842775075,2.97,6.19%,0.30%,126.61,37,16.22%,-1.74%,-1.04%,-6.68%,0.80%,False
conf_1m_cdi_00_20_20_40,1,8,0.00%,20.00%,20.00%,40.00%,20.00%,40.00%,-2.02%,48,25.12%,24.72%,5.68%,7.06%,0.80,-8.03%,58.33%,0.04037911167132746,-0.050864032842775075,3.15,6.57%,0.32%,124.72,37,16.22%,-2.12%,-1.04%,-8.59%,0.80%,False
conf_1m_cdi_00_20_20_50,1,8,0.00%,20.00%,20.00%,50.00%,22.50%,50.00%,-2.42%,48,23.27%,22.85%,5.28%,6.94%,0.76,-8.03%,58.33%,0.04037911167132746,-0.050864032842775075,3.34,6.97%,0.33%,122.85,37,16.22%,-2.51%,-1.05%,-10.47%,0.80%,False
conf_1m_cdi_00_20_30_00,1,8,0.00%,20.00%,30.00%,0.00%,12.50%,30.00%,-0.36%,48,33.19%,32.74%,7.34%,7.70%,0.95,-8.03%,60.42%,0.051505551784493786,-0.050864032842775075,3.34,6.95%,0.33%,132.74,37,32.43%,-0.47%,-0.65%,-1.65%,1.15%,False
conf_1m_cdi_00_20_30_10,1,8,0.00%,20.00%,30.00%,10.00%,15.00%,30.00%,-0.75%,48,31.25%,30.83%,6.95%,7.51%,0.93,-8.03%,60.42%,0.046512900945293145,-0.050864032842775075,3.14,6.53%,0.31%,130.83,37,24.32%,-0.85%,-1.04%,-2.85%,1.15%,False
conf_1m_cdi_00_20_30_20,1,8,0.00%,20.00%,30.00%,20.00%,17.50%,30.00%,-1.13%,48,29.33%,28.94%,6.56%,7.33%,0.89,-8.03%,60.42%,0.04152069542759018,-0.050864032842775075,2.97,6.18%,0.30%,128.94,37,24.32%,-1.24%,-1.04%,-4.75%,1.15%,False
conf_1m_cdi_00_20_30_30,1,8,0.00%,20.00%,30.00%,30.00%,20.00%,30.00%,-1.53%,48,27.43%,27.03%,6.16%,7.17%,0.86,-8.03%,60.42%,0.04037911167132746,-0.050864032842775075,3.13,6.52%,0.31%,127.03,37,24.32%,-1.63%,-1.04%,-6.68%,1.15%,False
conf_1m_cdi_00_20_30_40,1,8,0.00%,20.00%,30.00%,40.00%,22.50%,40.00%,-1.93%,48,25.55%,25.13%,5.77%,7.04%,0.82,-8.03%,60.42%,0.04037911167132746,-0.050864032842775075,3.31,6.90%,0.33%,125.13,37,24.32%,-2.01%,-1.04%,-8.59%,1.15%,False
conf_1m_cdi_00_20_30_50,1,8,0.00%,20.00%,30.00%,50.00%,25.00%,50.00%,-2.33%,48,23.69%,23.26%,5.37%,6.92%,0.78,-8.03%,60.42%,0.04037911167132746,-0.050864032842775075,3.50,7.30%,0.35%,123.26,37,24.32%,-2.39%,-1.04%,-10.47%,1.15%,False
conf_1m_cdi_00_20_40_00,1,8,0.00%,20.00%,40.00%,0.00%,15.00%,40.00%,-0.27%,48,33.64%,33.17%,7.42%,7.68%,0.97,-8.03%,60.42%,0.051505551784493786,-0.050864032842775075,3.53,7.35%,0.35%,133.17,37,35.14%,-0.36%,-0.55%,-1.65%,1.49%,False
conf_1m_cdi_00_20_40_10,1,8,0.00%,20.00%,40.00%,10.00%,17.50%,40.00%,-0.66%,48,31.70%,31.26%,7.04%,7.48%,0.94,-8.03%,60.42%,0.046512900945293145,-0.050864032842775075,3.33,6.93%,0.33%,131.26,37,27.03%,-0.74%,-0.99%,-2.85%,1.49%,False
conf_1m_cdi_00_20_40_20,1,8,0.00%,20.00%,40.00%,20.00%,20.00%,40.00%,-1.05%,48,29.77%,29.36%,6.65%,7.31%,0.91,-8.03%,60.42%,0.04152069542759018,-0.050864032842775075,3.16,6.58%,0.32%,129.36,37,27.03%,-1.13%,-1.04%,-4.75%,1.49%,False
conf_1m_cdi_00_20_40_30,1,8,0.00%,20.00%,40.00%,30.00%,22.50%,40.00%,-1.45%,48,27.86%,27.44%,6.25%,7.15%,0.87,-8.03%,60.42%,0.04037911167132746,-0.050864032842775075,3.32,6.92%,0.33%,127.44,37,27.03%,-1.51%,-1.04%,-6.68%,1.49%,False
conf_1m_cdi_00_20_40_40,1,8,0.00%,20.00%,40.00%,40.00%,25.00%,40.00%,-1.84%,48,25.98%,25.54%,5.85%,7.01%,0.83,-8.03%,60.42%,0.04037911167132746,-0.050864032842775075,3.50,7.30%,0.35%,125.54,37,27.03%,-1.90%,-1.04%,-8.59%,1.49%,False
conf_1m_cdi_00_20_40_50,1,8,0.00%,20.00%,40.00%,50.00%,27.50%,50.00%,-2.24%,48,24.11%,23.66%,5.45%,6.90%,0.79,-8.03%,60.42%,0.04037911167132746,-0.050864032842775075,3.69,7.70%,0.37%,123.66,37,27.03%,-2.28%,-1.04%,-10.47%,1.49%,False
conf_1m_cdi_00_20_50_00,1,8,0.00%,20.00%,50.00%,0.00%,17.50%,50.00%,-0.18%,48,34.10%,33.60%,7.51%,7.66%,0.98,-8.03%,60.42%,0.051505551784493786,-0.050864032842775075,3.72,7.75%,0.37%,133.60,37,40.54%,-0.25%,-0.38%,-1.65%,1.83%,False
conf_1m_cdi_00_20_50_10,1,8,0.00%,20.00%,50.00%,10.00%,20.00%,50.00%,-0.57%,48,32.15%,31.68%,7.12%,7.47%,0.95,-8.03%,60.42%,0.046512900945293145,-0.050864032842775075,3.52,7.33%,0.35%,131.68,37,32.43%,-0.63%,-0.99%,-2.85%,1.83%,False
conf_1m_cdi_00_20_50_20,1,8,0.00%,20.00%,50.00%,20.00%,22.50%,50.00%,-0.96%,48,30.21%,29.78%,6.73%,7.29%,0.92,-8.03%,60.42%,0.04152069542759018,-0.050864032842775075,3.35,6.98%,0.33%,129.78,37,32.43%,-1.01%,-1.04%,-4.75%,1.83%,False
conf_1m_cdi_00_20_50_30,1,8,0.00%,20.00%,50.00%,30.00%,25.00%,50.00%,-1.36%,48,28.30%,27.85%,6.34%,7.14%,0.89,-8.03%,60.42%,0.04037911167132746,-0.050864032842775075,3.51,7.32%,0.35%,127.85,37,32.43%,-1.40%,-1.04%,-6.68%,1.83%,False
conf_1m_cdi_00_20_50_40,1,8,0.00%,20.00%,50.00%,40.00%,27.50%,50.00%,-1.76%,48,26.41%,25.94%,5.94%,7.00%,0.85,-8.03%,60.42%,0.04037911167132746,-0.050864032842775075,3.69,7.70%,0.37%,125.94,37,32.43%,-1.79%,-1.04%,-8.59%,1.83%,False
conf_1m_cdi_00_20_50_50,1,8,0.00%,20.00%,50.00%,50.00%,30.00%,50.00%,-2.16%,48,24.54%,24.05%,5.54%,6.88%,0.80,-8.03%,60.42%,0.04037911167132746,-0.050864032842775075,3.89,8.09%,0.39%,124.05,37,32.43%,-2.17%,-1.04%,-10.47%,1.83%,False
conf_1m_cdi_00_30_00_00,1,8,0.00%,30.00%,0.00%,0.00%,7.50%,30.00%,-0.94%,48,30.46%,29.90%,6.76%,7.45%,0.91,-8.03%,58.33%,0.051505551784493786,-0.050864032842775075,4.32,9.00%,0.43%,129.90,37,5.41%,-1.28%,-1.17%,-3.03%,0.20%,False
conf_1m_cdi_00_30_00_10,1,8,0.00%,30.00%,0.00%,10.00%,10.00%,30.00%,-1.32%,48,28.56%,28.03%,6.37%,7.25%,0.88,-8.03%,58.33%,0.046512900945293145,-0.050864032842775075,4.12,8.58%,0.41%,128.03,37,5.41%,-1.66%,-1.29%,-4.78%,0.20%,False
conf_1m_cdi_00_30_00_20,1,8,0.00%,30.00%,0.00%,20.00%,12.50%,30.00%,-1.71%,48,26.68%,26.19%,5.99%,7.07%,0.85,-8.03%,58.33%,0.04152069542759018,-0.050864032842775075,3.92,8.16%,0.39%,126.19,37,5.41%,-2.04%,-1.29%,-6.65%,0.20%,False
conf_1m_cdi_00_30_00_30,1,8,0.00%,30.00%,0.00%,30.00%,15.00%,30.00%,-2.10%,48,24.82%,24.35%,5.60%,6.90%,0.81,-8.03%,58.33%,0.03652893371422139,-0.050864032842775075,3.74,7.80%,0.37%,124.35,37,5.41%,-2.41%,-1.29%,-8.51%,0.20%,False
conf_1m_cdi_00_30_00_40,1,8,0.00%,30.00%,0.00%,40.00%,17.50%,40.00%,-2.49%,48,22.98%,22.50%,5.20%,6.76%,0.77,-8.03%,58.33%,0.03634410070713967,-0.050864032842775075,3.90,8.13%,0.39%,122.50,37,5.41%,-2.79%,-1.29%,-10.38%,0.20%,False
conf_1m_cdi_00_30_00_50,1,8,0.00%,30.00%,0.00%,50.00%,20.00%,50.00%,-2.89%,48,21.16%,20.66%,4.81%,6.63%,0.73,-8.03%,58.33%,0.03634410070713967,-0.050864032842775075,4.09,8.52%,0.41%,120.66,37,5.41%,-3.17%,-1.29%,-12.24%,0.20%,False
conf_1m_cdi_00_30_10_00,1,8,0.00%,30.00%,10.00%,0.00%,10.00%,30.00%,-0.84%,48,30.91%,30.37%,6.86%,7.42%,0.92,-8.03%,58.33%,0.051505551784493786,-0.050864032842775075,4.11,8.56%,0.41%,130.37,37,8.11%,-1.15%,-1.11%,-2.89%,0.58%,False
conf_1m_cdi_00_30_10_10,1,8,0.00%,30.00%,10.00%,10.00%,12.50%,30.00%,-1.23%,48,29.01%,28.50%,6.47%,7.22%,0.90,-8.03%,58.33%,0.046512900945293145,-0.050864032842775075,3.91,8.14%,0.39%,128.50,37,8.11%,-1.54%,-1.24%,-4.78%,0.58%,False
conf_1m_cdi_00_30_10_20,1,8,0.00%,30.00%,10.00%,20.00%,15.00%,30.00%,-1.61%,48,27.12%,26.65%,6.08%,7.04%,0.86,-8.03%,58.33%,0.04152069542759018,-0.050864032842775075,3.70,7.72%,0.37%,126.65,37,8.11%,-1.91%,-1.24%,-6.65%,0.58%,False
conf_1m_cdi_00_30_10_30,1,8,0.00%,30.00%,10.00%,30.00%,17.50%,30.00%,-2.00%,48,25.25%,24.81%,5.70%,6.87%,0.83,-8.03%,58.33%,0.03652893371422139,-0.050864032842775075,3.53,7.36%,0.35%,124.81,37,8.11%,-2.29%,-1.24%,-8.51%,0.58%,False
conf_1m_cdi_00_30_10_40,1,8,0.00%,30.00%,10.00%,40.00%,20.00%,40.00%,-2.39%,48,23.41%,22.95%,5.30%,6.72%,0.79,-8.03%,58.33%,0.03634410070713967,-0.050864032842775075,3.69,7.69%,0.37%,122.95,37,8.11%,-2.67%,-1.24%,-10.38%,0.58%,False
conf_1m_cdi_00_30_10_50,1,8,0.00%,30.00%,10.00%,50.00%,22.50%,50.00%,-2.79%,48,21.58%,21.11%,4.90%,6.60%,0.74,-8.03%,58.33%,0.03634410070713967,-0.050864032842775075,3.88,8.08%,0.39%,121.11,37,8.11%,-3.05%,-1.24%,-12.24%,0.58%,False
conf_1m_cdi_00_30_20_00,1,8,0.00%,30.00%,20.00%,0.00%,12.50%,30.00%,-0.74%,48,31.36%,30.85%,6.95%,7.39%,0.94,-8.03%,58.33%,0.051505551784493786,-0.050864032842775075,3.90,8.12%,0.39%,130.85,37,13.51%,-1.03%,-0.96%,-2.89%,0.96%,False
conf_1m_cdi_00_30_20_10,1,8,0.00%,30.00%,20.00%,10.00%,15.00%,30.00%,-1.13%,48,29.45%,28.97%,6.57%,7.19%,0.91,-8.03%,58.33%,0.046512900945293145,-0.050864032842775075,3.70,7.70%,0.37%,128.97,37,13.51%,-1.41%,-1.24%,-4.78%,0.96%,False
conf_1m_cdi_00_30_20_20,1,8,0.00%,30.00%,20.00%,20.00%,17.50%,30.00%,-1.51%,48,27.56%,27.11%,6.18%,7.01%,0.88,-8.03%,58.33%,0.04152069542759018,-0.050864032842775075,3.49,7.28%,0.35%,127.11,37,13.51%,-1.79%,-1.24%,-6.65%,0.96%,False
conf_1m_cdi_00_30_20_30,1,8,0.00%,30.00%,20.00%,30.00%,20.00%,30.00%,-1.90%,48,25.68%,25.27%,5.79%,6.84%,0.85,-8.03%,58.33%,0.03652893371422139,-0.050864032842775075,3.32,6.92%,0.33%,125.27,37,13.51%,-2.16%,-1.24%,-8.51%,0.96%,False
conf_1m_cdi_00_30_20_40,1,8,0.00%,30.00%,20.00%,40.00%,22.50%,40.00%,-2.30%,48,23.83%,23.40%,5.40%,6.69%,0.81,-8.03%,58.33%,0.03634410070713967,-0.050864032842775075,3.48,7.26%,0.35%,123.40,37,13.51%,-2.54%,-1.24%,-10.38%,0.96%,False
conf_1m_cdi_00_30_20_50,1,8,0.00%,30.00%,20.00%,50.00%,25.00%,50.00%,-2.70%,48,22.00%,21.55%,5.00%,6.57%,0.76,-8.03%,58.33%,0.03634410070713967,-0.050864032842775075,3.67,7.64%,0.37%,121.55,37,13.51%,-2.92%,-1.24%,-12.24%,0.96%,False
conf_1m_cdi_00_30_30_00,1,8,0.00%,30.00%,30.00%,0.00%,15.00%,30.00%,-0.65%,48,31.81%,31.32%,7.05%,7.37%,0.96,-8.03%,60.42%,0.051505551784493786,-0.050864032842775075,3.73,7.76%,0.37%,131.32,37,18.92%,-0.90%,-0.96%,-2.89%,1.34%,False
conf_1m_cdi_00_30_30_10,1,8,0.00%,30.00%,30.00%,10.00%,17.50%,30.00%,-1.03%,48,29.89%,29.44%,6.66%,7.17%,0.93,-8.03%,60.42%,0.046512900945293145,-0.050864032842775075,3.52,7.34%,0.35%,129.44,37,18.92%,-1.29%,-1.22%,-4.78%,1.34%,False
conf_1m_cdi_00_30_30_20,1,8,0.00%,30.00%,30.00%,20.00%,20.00%,30.00%,-1.42%,48,28.00%,27.57%,6.28%,6.98%,0.90,-8.03%,60.42%,0.04152069542759018,-0.050864032842775075,3.32,6.92%,0.33%,127.57,37,18.92%,-1.66%,-1.22%,-6.65%,1.34%,False
conf_1m_cdi_00_30_30_30,1,8,0.00%,30.00%,30.00%,30.00%,22.50%,30.00%,-1.81%,48,26.12%,25.72%,5.89%,6.82%,0.86,-8.03%,60.42%,0.03652893371422139,-0.050864032842775075,3.15,6.56%,0.31%,125.72,37,18.92%,-2.04%,-1.22%,-8.51%,1.34%,False
conf_1m_cdi_00_30_30_40,1,8,0.00%,30.00%,30.00%,40.00%,25.00%,40.00%,-2.20%,48,24.26%,23.85%,5.49%,6.67%,0.82,-8.03%,60.42%,0.03634410070713967,-0.050864032842775075,3.31,6.90%,0.33%,123.85,37,18.92%,-2.42%,-1.22%,-10.38%,1.34%,False
conf_1m_cdi_00_30_30_50,1,8,0.00%,30.00%,30.00%,50.00%,27.50%,50.00%,-2.60%,48,22.42%,21.99%,5.09%,6.54%,0.78,-8.03%,60.42%,0.03634410070713967,-0.050864032842775075,3.49,7.28%,0.35%,121.99,37,18.92%,-2.80%,-1.22%,-12.24%,1.34%,False
conf_1m_cdi_00_30_40_00,1,8,0.00%,30.00%,40.00%,0.00%,17.50%,40.00%,-0.56%,48,32.27%,31.75%,7.14%,7.34%,0.97,-8.03%,60.42%,0.051505551784493786,-0.050864032842775075,3.89,8.10%,0.39%,131.75,37,24.32%,-0.79%,-0.89%,-2.89%,1.69%,False
conf_1m_cdi_00_30_40_10,1,8,0.00%,30.00%,40.00%,10.00%,20.00%,40.00%,-0.95%,48,30.34%,29.86%,6.75%,7.14%,0.94,-8.03%,60.42%,0.046512900945293145,-0.050864032842775075,3.69,7.68%,0.37%,129.86,37,24.32%,-1.17%,-1.22%,-4.78%,1.69%,False
conf_1m_cdi_00_30_40_20,1,8,0.00%,30.00%,40.00%,20.00%,22.50%,40.00%,-1.33%,48,28.43%,27.99%,6.36%,6.96%,0.91,-8.03%,60.42%,0.04152069542759018,-0.050864032842775075,3.49,7.26%,0.35%,127.99,37,24.32%,-1.55%,-1.22%,-6.65%,1.69%,False
conf_1m_cdi_00_30_40_30,1,8,0.00%,30.00%,40.00%,30.00%,25.00%,40.00%,-1.72%,48,26.55%,26.13%,5.98%,6.79%,0.88,-8.03%,60.42%,0.03652893371422139,-0.050864032842775075,3.31,6.90%,0.33%,126.13,37,24.32%,-1.93%,-1.22%,-8.51%,1.69%,False
conf_1m_cdi_00_30_40_40,1,8,0.00%,30.00%,40.00%,40.00%,27.50%,40.00%,-2.12%,48,24.68%,24.25%,5.58%,6.65%,0.84,-8.03%,60.42%,0.03634410070713967,-0.050864032842775075,3.47,7.24%,0.35%,124.25,37,24.32%,-2.31%,-1.22%,-10.38%,1.69%,False
conf_1m_cdi_00_30_40_50,1,8,0.00%,30.00%,40.00%,50.00%,30.00%,50.00%,-2.52%,48,22.84%,22.39%,5.18%,6.52%,0.79,-8.03%,60.42%,0.03634410070713967,-0.050864032842775075,3.66,7.62%,0.37%,122.39,37,24.32%,-2.69%,-1.22%,-12.24%,1.69%,False
conf_1m_cdi_00_30_50_00,1,8,0.00%,30.00%,50.00%,0.00%,20.00%,50.00%,-0.47%,48,32.72%,32.18%,7.22%,7.33%,0.99,-8.03%,60.42%,0.051505551784493786,-0.050864032842775075,4.08,8.50%,0.41%,132.18,37,24.32%,-0.68%,-0.89%,-2.89%,2.03%,False
conf_1m_cdi_00_30_50_10,1,8,0.00%,30.00%,50.00%,10.00%,22.50%,50.00%,-0.86%,48,30.79%,30.28%,6.84%,7.13%,0.96,-8.03%,60.42%,0.046512900945293145,-0.050864032842775075,3.88,8.08%,0.39%,130.28,37,24.32%,-1.06%,-1.17%,-4.78%,2.03%,False
conf_1m_cdi_00_30_50_20,1,8,0.00%,30.00%,50.00%,20.00%,25.00%,50.00%,-1.25%,48,28.87%,28.40%,6.45%,6.94%,0.93,-8.03%,60.42%,0.04152069542759018,-0.050864032842775075,3.68,7.66%,0.37%,128.40,37,24.32%,-1.44%,-1.17%,-6.65%,2.03%,False
conf_1m_cdi_00_30_50_30,1,8,0.00%,30.00%,50.00%,30.00%,27.50%,50.00%,-1.63%,48,26.98%,26.54%,6.06%,6.78%,0.89,-8.03%,60.42%,0.03652893371422139,-0.050864032842775075,3.50,7.30%,0.35%,126.54,37,24.32%,-1.81%,-1.17%,-8.51%,2.03%,False
conf_1m_cdi_00_30_50_40,1,8,0.00%,30.00%,50.00%,40.00%,30.00%,50.00%,-2.03%,48,25.11%,24.65%,5.66%,6.63%,0.85,-8.03%,60.42%,0.03634410070713967,-0.050864032842775075,3.66,7.63%,0.37%,124.65,37,24.32%,-2.20%,-1.17%,-10.38%,2.03%,False
conf_1m_cdi_00_30_50_50,1,8,0.00%,30.00%,50.00%,50.00%,32.50%,50.00%,-2.43%,48,23.26%,22.78%,5.26%,6.50%,0.81,-8.03%,60.42%,0.03634410070713967,-0.050864032842775075,3.85,8.02%,0.38%,122.78,37,24.32%,-2.57%,-1.17%,-12.24%,2.03%,False
conf_1m_cdi_00_40_00_00,1,8,0.00%,40.00%,0.00%,0.00%,10.00%,40.00%,-1.24%,48,29.10%,28.44%,6.46%,7.15%,0.90,-8.03%,62.50%,0.051505551784493786,-0.050864032842775075,5.08,10.59%,0.51%,128.44,37,5.41%,-1.72%,-1.36%,-4.83%,0.35%,False
conf_1m_cdi_00_40_00_10,1,8,0.00%,40.00%,0.00%,10.00%,12.50%,40.00%,-1.62%,48,27.22%,26.60%,6.07%,6.95%,0.87,-8.03%,62.50%,0.046512900945293145,-0.050864032842775075,4.88,10.17%,0.49%,126.60,37,5.41%,-2.10%,-1.40%,-6.69%,0.35%,False
conf_1m_cdi_00_40_00_20,1,8,0.00%,40.00%,0.00%,20.00%,15.00%,40.00%,-2.01%,48,25.36%,24.77%,5.69%,6.75%,0.84,-8.03%,62.50%,0.04152069542759018,-0.050864032842775075,4.68,9.75%,0.47%,124.77,37,5.41%,-2.48%,-1.40%,-8.53%,0.35%,False
conf_1m_cdi_00_40_00_30,1,8,0.00%,40.00%,0.00%,30.00%,17.50%,40.00%,-2.39%,48,23.52%,22.97%,5.30%,6.58%,0.81,-8.03%,62.50%,0.03652893371422139,-0.050864032842775075,4.48,9.33%,0.45%,122.97,37,5.41%,-2.85%,-1.40%,-10.36%,0.35%,False
conf_1m_cdi_00_40_00_40,1,8,0.00%,40.00%,0.00%,40.00%,20.00%,40.00%,-2.78%,48,21.70%,21.18%,4.92%,6.43%,0.77,-8.03%,62.50%,0.03623977751744234,-0.050864032842775075,4.30,8.95%,0.43%,121.18,37,5.41%,-3.21%,-1.40%,-12.16%,0.35%,False
conf_1m_cdi_00_40_00_50,1,8,0.00%,40.00%,0.00%,50.00%,22.50%,50.00%,-3.17%,48,19.90%,19.36%,4.52%,6.29%,0.72,-8.03%,62.50%,0.03623977751744234,-0.050864032842775075,4.46,9.29%,0.45%,119.36,37,5.41%,-3.59%,-1.40%,-13.99%,0.35%,False
conf_1m_cdi_00_40_10_00,1,8,0.00%,40.00%,10.00%,0.00%,12.50%,40.00%,-1.14%,48,29.55%,28.92%,6.56%,7.12%,0.92,-8.03%,62.50%,0.051505551784493786,-0.050864032842775075,4.87,10.15%,0.49%,128.92,37,8.11%,-1.60%,-1.34%,-4.83%,0.73%,False
conf_1m_cdi_00_40_10_10,1,8,0.00%,40.00%,10.00%,10.00%,15.00%,40.00%,-1.52%,48,27.66%,27.06%,6.17%,6.91%,0.89,-8.03%,62.50%,0.046512900945293145,-0.050864032842775075,4.67,9.73%,0.47%,127.06,37,8.11%,-1.98%,-1.39%,-6.69%,0.73%,False
conf_1m_cdi_00_40_10_20,1,8,0.00%,40.00%,10.00%,20.00%,17.50%,40.00%,-1.91%,48,25.79%,25.23%,5.79%,6.72%,0.86,-8.03%,62.50%,0.04152069542759018,-0.050864032842775075,4.47,9.31%,0.45%,125.23,37,8.11%,-2.35%,-1.39%,-8.53%,0.73%,False
conf_1m_cdi_00_40_10_30,1,8,0.00%,40.00%,10.00%,30.00%,20.00%,40.00%,-2.29%,48,23.95%,23.42%,5.40%,6.55%,0.83,-8.03%,62.50%,0.03652893371422139,-0.050864032842775075,4.27,8.89%,0.43%,123.42,37,8.11%,-2.72%,-1.39%,-10.36%,0.73%,False
conf_1m_cdi_00_40_10_40,1,8,0.00%,40.00%,10.00%,40.00%,22.50%,40.00%,-2.68%,48,22.12%,21.62%,5.01%,6.39%,0.78,-8.03%,62.50%,0.03623977751744234,-0.050864032842775075,4.09,8.52%,0.41%,121.62,37,8.11%,-3.09%,-1.39%,-12.16%,0.73%,False
conf_1m_cdi_00_40_10_50,1,8,0.00%,40.00%,10.00%,50.00%,25.00%,50.00%,-3.08%,48,20.31%,19.80%,4.62%,6.26%,0.74,-8.03%,62.50%,0.03623977751744234,-0.050864032842775075,4.25,8.85%,0.42%,119.80,37,8.11%,-3.46%,-1.39%,-13.99%,0.73%,False
conf_1m_cdi_00_40_20_00,1,8,0.00%,40.00%,20.00%,0.00%,15.00%,40.00%,-1.04%,48,29.99%,29.39%,6.65%,7.09%,0.94,-8.03%,62.50%,0.051505551784493786,-0.050864032842775075,4.66,9.72%,0.47%,129.39,37,10.81%,-1.47%,-1.26%,-4.83%,1.12%,False
conf_1m_cdi_00_40_20_10,1,8,0.00%,40.00%,20.00%,10.00%,17.50%,40.00%,-1.43%,48,28.10%,27.53%,6.27%,6.88%,0.91,-8.03%,62.50%,0.046512900945293145,-0.050864032842775075,4.46,9.30%,0.45%,127.53,37,10.81%,-1.85%,-1.34%,-6.69%,1.12%,False
conf_1m_cdi_00_40_20_20,1,8,0.00%,40.00%,20.00%,20.00%,20.00%,40.00%,-1.81%,48,26.23%,25.69%,5.88%,6.69%,0.88,-8.03%,62.50%,0.04152069542759018,-0.050864032842775075,4.26,8.87%,0.43%,125.69,37,10.81%,-2.23%,-1.34%,-8.53%,1.12%,False
conf_1m_cdi_00_40_20_30,1,8,0.00%,40.00%,20.00%,30.00%,22.50%,40.00%,-2.20%,48,24.37%,23.87%,5.50%,6.52%,0.84,-8.03%,62.50%,0.03652893371422139,-0.050864032842775075,4.06,8.45%,0.41%,123.87,37,10.81%,-2.60%,-1.34%,-10.36%,1.12%,False
conf_1m_cdi_00_40_20_40,1,8,0.00%,40.00%,20.00%,40.00%,25.00%,40.00%,-2.58%,48,22.54%,22.06%,5.11%,6.36%,0.80,-8.03%,62.50%,0.03623977751744234,-0.050864032842775075,3.88,8.08%,0.39%,122.06,37,10.81%,-2.96%,-1.34%,-12.16%,1.12%,False
conf_1m_cdi_00_40_20_50,1,8,0.00%,40.00%,20.00%,50.00%,27.50%,50.00%,-2.98%,48,20.72%,20.24%,4.72%,6.23%,0.76,-8.03%,62.50%,0.03623977751744234,-0.050864032842775075,4.04,8.41%,0.40%,120.24,37,10.81%,-3.34%,-1.34%,-13.99%,1.12%,False
conf_1m_cdi_00_40_30_00,1,8,0.00%,40.00%,30.00%,0.00%,17.50%,40.00%,-0.95%,48,30.44%,29.86%,6.75%,7.07%,0.95,-8.03%,64.58%,0.051505551784493786,-0.050864032842775075,4.45,9.28%,0.45%,129.86,37,13.51%,-1.35%,-1.24%,-4.83%,1.50%,False
conf_1m_cdi_00_40_30_10,1,8,0.00%,40.00%,30.00%,10.00%,20.00%,40.00%,-1.33%,48,28.54%,27.99%,6.36%,6.86%,0.93,-8.03%,64.58%,0.046512900945293145,-0.050864032842775075,4.25,8.86%,0.43%,127.99,37,13.51%,-1.73%,-1.34%,-6.69%,1.50%,False
conf_1m_cdi_00_40_30_20,1,8,0.00%,40.00%,30.00%,20.00%,22.50%,40.00%,-1.72%,48,26.66%,26.15%,5.98%,6.67%,0.90,-8.03%,64.58%,0.04152069542759018,-0.050864032842775075,4.05,8.44%,0.40%,126.15,37,13.51%,-2.10%,-1.34%,-8.53%,1.50%,False
conf_1m_cdi_00_40_30_30,1,8,0.00%,40.00%,30.00%,30.00%,25.00%,40.00%,-2.10%,48,24.80%,24.32%,5.59%,6.49%,0.86,-8.03%,64.58%,0.03652893371422139,-0.050864032842775075,3.85,8.01%,0.38%,124.32,37,13.51%,-2.47%,-1.34%,-10.36%,1.50%,False
