periodo,cenario,rotulo,quantidade_meses,retorno_total_bruto,retorno_total_liquido,retorno_anualizado_liquido,volatilidade_anualizada_liquida,retorno_volatilidade_liquido,maximo_drawdown_liquido,meses_positivos,melhor_mes,pior_mes,turnover_total,turnover_medio_mensal,custo_acumulado_simples,indice_final_liquido,diferenca_indice_vs_benchmark
TREINO,MODELO_BASE_4_ATIVOS,Modelo da Célula 7 sem CDI,48,0.34519475792903553,0.3422420049176287,0.07636038768646958,0.08510987434213857,0.8971977491060981,-0.0893304663312885,0.5833333333333334,0.051505551784493786,-0.06362152684987821,2.196931798839291,0.04576941247581856,0.002196931798839291,134.22420049176287,-0.29688584134939333
TREINO,MODELO_SELECIONADO_5_ATIVOS,Modelo selecionado com CDI,48,0.3826982554952012,0.37972460187466717,0.08379739313768186,0.05106090500013773,1.6411262812019458,-0.05054347489023059,0.6875,0.03652893371422139,-0.036822499549372445,2.152404001925343,0.04484175004011132,0.0021524040019253433,137.9724601874667,3.4513738543544434
TREINO,BENCHMARK_5_ATIVOS,Benchmark de pesos iguais — 5 ativos,48,0.34808359327473437,0.3452108633311226,0.0769550856692296,0.07827468304609239,0.9831414535899718,-0.08193207872315922,0.5833333333333334,0.047665011558583936,-0.05846816520653064,2.1327304032469963,0.04443188340097909,0.002132730403246996,134.52108633311227,0.0
AVALIACAO,MODELO_BASE_4_ATIVOS,Modelo da Célula 7 sem CDI,29,0.2837798425110196,0.2830515983295576,0.10864032468343088,0.08144426271556376,1.3339223790734867,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.5674200230987332,0.019566207693059764,0.000567420023098733,128.30515983295575,-0.49096428818700133
AVALIACAO,MODELO_SELECIONADO_5_ATIVOS,Modelo selecionado com CDI,29,0.3196290824056771,0.31890222066377594,0.12135505357833942,0.052473289082418405,2.312701484897016,-0.022703100729552173,0.7931034482758621,0.06426960049539421,-0.017951672873797175,0.550945671009528,0.018998126586535446,0.0005509456710095278,131.8902220663776,3.094097945234836
AVALIACAO,BENCHMARK_5_ATIVOS,Benchmark de pesos iguais — 5 ativos,29,0.28865323976362456,0.28796124121142763,0.11039377441377973,0.07518524891522607,1.4682903362899347,-0.04418271547964492,0.6551724137931034,0.08104130307098978,-0.0328216019121329,0.5371319306277863,0.018521790711302975,0.0005371319306277864,128.79612412114275,0.0
