data,regime_confirmacao_1m,peso_candidato_NG=F,peso_candidato_ZC=F,peso_candidato_GC=F,peso_candidato_USDBRL=X,peso_candidato_EURBRL=X,peso_candidato_JPYBRL=X,peso_candidato_IMAB11.SA,peso_candidato_B5MB11.SA,peso_candidato_IB5M11.SA,peso_candidato_BOVV11.SA,peso_candidato_FIND11.SA,peso_candidato_MATB11.SA,retorno_bruto_candidato,turnover_candidato,custo_candidato,retorno_liquido_candidato,retorno_liquido_Benchmark_Estatico,turnover_Benchmark_Estatico,custo_Benchmark_Estatico,indice_estrategia,indice_benchmark,diferenca_indice
2024-11-30,EXPANSAO_INFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.021571679517468113,0.013009551220611905,1.3009551220611905e-05,0.021558389328377947,0.021558389328377947,0.013009551220611905,1.3009551220611905e-05,107.36495077840206,107.36495077840206,0.0
2024-12-31,EXPANSAO_INFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.008800753795531928,0.023534932912070414,2.3534932912070415e-05,0.008777011737469698,0.008777011737469698,0.023534932912070435,2.3534932912070436e-05,108.30729421157696,108.30729421157696,0.0
2025-01-31,EXPANSAO_INFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,-0.004798780971129609,0.02043728667225953,2.0437286672259533e-05,-0.004819120183739423,-0.004819120183739423,0.02043728667225954,2.043728667225954e-05,107.78534834399576,107.78534834399576,0.0
2025-02-28,EXPANSAO_INFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.009614454567837938,0.028391063408646465,2.8391063408646467e-05,0.009585790539839989,0.009585790539839989,0.02839106340864648,2.839106340864648e-05,108.81855611648498,108.81855611648498,0.0
2025-03-31,EXPANSAO_INFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.03141338640201809,0.021638380150599767,2.163838015059977e-05,0.03139106828707061,0.03139106828707061,0.021638380150599774,2.1638380150599776e-05,112.234486842438,112.234486842438,0.0
2025-04-30,EXPANSAO_INFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.001864236189066333,0.01602148732658827,1.602148732658827e-05,0.0018481848339033657,0.0018481848339033657,0.01602148732658827,1.602148732658827e-05,112.44191691886112,112.44191691886112,0.0
2025-05-31,EXPANSAO_INFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0026927001961196736,0.02304300321237044,2.304300321237044e-05,0.0026695951450079747,0.0026695951450079747,0.02304300321237044,2.304300321237044e-05,112.74209131436311,112.74209131436311,0.0
2025-06-30,EXPANSAO_INFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,-0.005861653574542498,0.007526355378102631,7.526355378102631e-06,-0.005869135813032722,-0.005869135813032722,0.007526355378102624,7.526355378102624e-06,112.08039266859377,112.08039266859377,0.0
2025-07-31,EXPANSAO_INFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,-0.02410262836909015,0.008872726872330955,8.872726872330955e-06,-0.024111287239924062,-0.024111287239924062,0.008872726872330955,8.872726872330955e-06,109.37799012699783,109.37799012699783,0.0
2025-08-31,EXPANSAO_INFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.013779867505835621,0.015928033411251215,1.5928033411251214e-05,0.01376371998623438,0.01376371998623438,0.015928033411251215,1.5928033411251214e-05,110.88343815576293,110.88343815576293,0.0
2025-09-30,EXPANSAO_INFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.022825227659086424,0.014566265751227533,1.4566265751227533e-05,0.02281032891500323,0.02281032891500323,0.01456626575122754,1.456626575122754e-05,113.41272585132232,113.41272585132232,0.0
2025-10-31,RECESSAO_DESINFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0350868432303099,0.01747692850439818,1.7476928504398178e-05,0.035068753091554994,0.035068753091554994,0.01747692850439818,1.7476928504398178e-05,117.38996873164255,117.38996873164255,0.0
2025-11-30,RECESSAO_DESINFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.03315060397737506,0.02159831368576235,2.159831368576235e-05,0.033128289666545685,0.033128289666545685,0.02159831368576235,2.159831368576235e-05,121.27889761973117,121.27889761973117,0.0
2025-12-31,RECESSAO_DESINFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.007167672518699889,0.020388727920352866,2.0388727920352865e-05,0.007147137651054791,0.007147137651054791,0.020388727920352873,2.0388727920352872e-05,122.14569459518756,122.14569459518756,0.0
2026-01-31,EXPANSAO_DESINFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.08684586127129099,0.01950071102759541,1.950071102759541e-05,0.08682466700421876,0.08682466700421876,0.019500711027595423,1.9500711027595423e-05,132.75095385441372,132.75095385441372,0.0
2026-02-28,EXPANSAO_DESINFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,-0.009728059310936642,0.04855862114783635,4.855862114783635e-05,-0.009776145550937976,-0.009776145550937976,0.048558621147836364,4.8558621147836364e-05,131.45316120750712,131.45316120750712,0.0
2026-03-31,EXPANSAO_DESINFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,-0.01762010624510718,0.030753434882310745,3.075343488231075e-05,-0.01765031780119941,-0.017650317801199522,0.03075343488231075,3.075343488231075e-05,129.13297113622232,129.1329711362223,2.842170943040401e-14
2026-04-30,EXPANSAO_DESINFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,-0.007420484392066357,0.01719340722488541,1.719340722488541e-05,-0.007437550215881217,-0.007437550215881217,0.017193407224885444,1.7193407224885445e-05,128.17253817887072,128.1725381788707,2.842170943040401e-14
2026-05-31,EXPANSAO_DESINFLACIONARIA,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.001046019367865258,0.01129562450636385,1.1295624506363851e-05,0.0010347119279168204,0.0010347119279168204,0.011295624506363844,1.1295624506363844e-05,128.30515983295578,128.30515983295575,2.842170943040401e-14
