regime_sinal,contribuicao_media_NG=F,contribuicao_media_ZC=F,contribuicao_media_GC=F,contribuicao_media_USDBRL=X,contribuicao_media_EURBRL=X,contribuicao_media_JPYBRL=X,contribuicao_media_IMAB11.SA,contribuicao_media_B5MB11.SA,contribuicao_media_IB5M11.SA,contribuicao_media_BOVV11.SA,contribuicao_media_FIND11.SA,contribuicao_media_MATB11.SA,soma_contribuicoes_medias,retorno_bruto_medio_portfolio,retorno_liquido_medio_portfolio,custo_medio_portfolio
EXPANSAO_DESINFLACIONARIA,-0.0017609904126402879,-0.001130850382471356,0.0011431811001740265,0.00021424170804410896,0.0002508756610349109,-0.00026091387660757645,0.0010217649933162171,0.0008141018454069147,0.0006464484035218123,0.00020761081914464664,0.0003311751924919684,-0.00022929790449914057,0.0012473471469162446,0.0012473471469162502,0.0011971677320585827,5.035314568601911e-05
EXPANSAO_INFLACIONARIA,0.002614220947156514,0.0018100058018873401,0.0015502050835422897,2.1040786860180622e-05,1.697732772777997e-05,-0.00034282093685064337,8.873951297359061e-05,9.436213067225999e-05,-1.1629811018947028e-05,0.0013911748158428733,0.0013205907755820337,0.0015812674056810846,0.010134133840056354,0.010134133840056384,0.010108358977106931,2.543321498131129e-05
ESTAGFLACAO,0.011304046294819039,-0.0017316641141554997,-0.0010234546204219799,0.0013109174117167202,0.0006210828819483402,0.0007408829046830401,-0.00072364950303826,-0.0013066881016464802,-0.00120324758465038,-0.0031065912487757003,-0.0035137796138058194,-0.00408942317199528,-0.0027215684653222583,-0.0027215684653222006,-0.002744568646717149,2.3127329587836546e-05
RECESSAO_DESINFLACIONARIA,0.010083440844183486,0.0028515293224099375,0.0022445384568739873,0.0012152102389802759,0.0017875183703522,0.0009994459011006362,0.0005795834968604126,0.00037972328205161253,0.0010186743738259123,0.0019113418787819127,0.0015471421071802127,0.005038021008055412,0.029656169280656,0.02965616928065616,0.029633903505703094,2.1713971404356503e-05
