data,retorno_portfolio_liquido,retorno_estatica_liquido,retorno_movel_portfolio,retorno_movel_benchmark,volatilidade_movel_portfolio,volatilidade_movel_benchmark,diferenca_retorno_movel,diferenca_volatilidade_movel,portfolio_superou_janela
2024-12-31,0.008777011737469698,0.008777011737469698,0.08307294211576921,0.08307294211576921,0.06919922997136296,0.06919922997136296,0.0,0.0,False
2025-01-31,-0.004819120183739423,-0.004819120183739423,0.11852518762506703,0.11852518762506703,0.05300225209848374,0.05300225209848374,0.0,0.0,False
2025-02-28,0.009585790539839767,0.009585790539839767,0.14457402774608497,0.14457402774608497,0.04680199805430428,0.04680199805430428,0.0,0.0,False
2025-03-31,0.03139106828707061,0.03139106828707061,0.1685965490875443,0.1685965490875443,0.050833016628092816,0.050833016628092816,0.0,0.0,False
2025-04-30,0.0018481848339033657,0.0018481848339033657,0.16670998413390903,0.16670998413390903,0.051194681001189575,0.051194681001189575,0.0,0.0,False
2025-05-31,0.0026695951450079747,0.0026695951450079747,0.14172988853854518,0.14172988853854518,0.05047822101424953,0.05047822101424953,0.0,0.0,False
2025-06-30,-0.005869135813032611,-0.005869135813032611,0.12845644584791494,0.12845644584791494,0.053122486261395464,0.053122486261395464,0.0,0.0,False
2025-07-31,-0.02411128723992395,-0.02411128723992395,0.10383175379319765,0.10383175379319765,0.06239357996319733,0.06239357996319733,0.0,0.0,False
2025-08-31,0.01376371998623438,0.01376371998623438,0.08627238704830886,0.08627238704830886,0.058174792057741335,0.058174792057741335,0.0,0.0,False
2025-09-30,0.02281032891500323,0.02281032891500323,0.07363304841032625,0.07363304841032625,0.052904300598097136,0.052904300598097136,0.0,0.0,False
2025-10-31,0.035068753091554994,0.035068753091554994,0.11694465010576893,0.11694465010576893,0.05862314024125787,0.05862314024125787,0.0,0.0,False
2025-11-30,0.033128289666545685,0.033128289666545685,0.12959487002464187,0.12959487002464187,0.062271349849699856,0.062271349849699856,0.0,0.0,False
2025-12-31,0.007147137651054791,0.007147137651054791,0.12776979135474864,0.12776979135474864,0.062337661083650166,0.062337661083650166,0.0,0.0,False
2026-01-31,0.08682466700421876,0.08682466700421876,0.23162336898277203,0.23162336898277203,0.09632205818468544,0.09632205818468544,0.0,0.0,False
2026-02-28,-0.009776145550937865,-0.009776145550937865,0.20800317426370674,0.20800317426370674,0.10001069759757669,0.10001069759757669,0.0,0.0,False
2026-03-31,-0.017650317801199522,-0.017650317801199522,0.1505640981591292,0.1505640981591292,0.10385652348356779,0.10385652348356779,0.0,0.0,False
2026-04-30,-0.007437550215881217,-0.007437550215881217,0.13989997405825916,0.13989997405825916,0.10526730606406046,0.10526730606406046,0.0,0.0,False
2026-05-31,0.0010347119279168204,0.0010347119279168204,0.13804133254187745,0.13804133254187745,0.10542746859196872,0.10542746859196872,0.0,0.0,False
