periodo,cenario,rotulo,quantidade_meses,retorno_total_liquido,retorno_anualizado_liquido,volatilidade_anualizada_liquida,retorno_volatilidade_liquido,maximo_drawdown_liquido,meses_positivos,turnover_total,turnover_medio_mensal,custo_acumulado_simples,indice_final_liquido,diferenca_indice_vs_benchmark
TREINO,base,Modelo da Célula 5,48,0.3422420049176287,0.07636038768646958,0.08510987434213854,0.8971977491060984,-0.08933046633128838,0.5833333333333334,2.19693179883929,0.04576941247581854,0.0021969317988392908,134.22420049176287,0.0
TREINO,otimizada,Pesos ajustados por regime,48,0.3422420049176287,0.07636038768646958,0.08510987434213854,0.8971977491060984,-0.08933046633128838,0.5833333333333334,2.19693179883929,0.04576941247581854,0.0021969317988392908,134.22420049176287,0.0
TREINO,benchmark,Benchmark de pesos iguais,48,0.3422420049176287,0.07636038768646958,0.08510987434213856,0.8971977491060983,-0.08933046633128838,0.5833333333333334,2.1969317988392905,0.045769412475818554,0.002196931798839291,134.22420049176287,0.0
AVALIACAO,base,Modelo da Célula 5,29,0.28305159832955784,0.10864032468343088,0.08144426271556374,1.333922379073487,-0.04926589736819087,0.6551724137931034,0.567420023098733,0.019566207693059758,0.0005674200230987329,128.30515983295578,2.842170943040401e-14
AVALIACAO,otimizada,Pesos ajustados por regime,29,0.28305159832955784,0.10864032468343088,0.08144426271556374,1.333922379073487,-0.04926589736819087,0.6551724137931034,0.567420023098733,0.019566207693059758,0.0005674200230987329,128.30515983295578,2.842170943040401e-14
AVALIACAO,benchmark,Benchmark de pesos iguais,29,0.2830515983295576,0.10864032468343088,0.08144426271556376,1.3339223790734867,-0.04926589736819087,0.6551724137931034,0.5674200230987332,0.019566207693059764,0.000567420023098733,128.30515983295575,0.0
