quantidade_ativos,quantidade_pares,correlacao_media,correlacao_mediana,correlacao_media_absoluta,maior_correlacao,menor_correlacao
3,3,0.6378715072998915,0.6913725780095475,0.6378715072998915,0.8051089091834756,0.4171330347066514
