quantidade_ativos,quantidade_pares,correlacao_media,correlacao_mediana,correlacao_media_absoluta,maior_correlacao,menor_correlacao
12,66,0.11480475815822444,0.027903884702964545,0.1316085191071448,0.9220931845544684,-0.04434344038978049
