quantidade_ativos,quantidade_pares,correlacao_media,correlacao_mediana,correlacao_media_absoluta,maior_correlacao,menor_correlacao
3,3,0.7983166414348167,0.8048593756342649,0.7983166414348167,0.8161423159909943,0.7739482326791912
