periodo,cenario,rotulo,data_inicial,data_final,quantidade_meses,quantidade_mudancas_regime,retorno_total_liquido,retorno_anualizado_liquido,volatilidade_anualizada_liquida,retorno_volatilidade_liquido,maximo_drawdown_liquido,meses_positivos,melhor_mes,pior_mes,turnover_total,turnover_medio_mensal,custo_acumulado_simples,indice_final_liquido
TREINO,Original_1m,Regime original,2020-01-31,2023-12-31,48,8,0.3422420049176287,0.07636038768646958,0.08510987434213854,0.8971977491060984,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.19693179883929,0.04576941247581854,0.0021969317988392908,134.22420049176287
TREINO,Confirmacao_2m,Confirmação de 2 meses,2020-01-31,2023-12-31,48,8,0.3422420049176287,0.07636038768646958,0.08510987434213854,0.8971977491060984,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.19693179883929,0.04576941247581854,0.0021969317988392908,134.22420049176287
TREINO,Confirmacao_3m,Confirmação de 3 meses,2020-01-31,2023-12-31,48,8,0.3422420049176287,0.07636038768646958,0.08510987434213854,0.8971977491060984,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.19693179883929,0.04576941247581854,0.0021969317988392908,134.22420049176287
TREINO,Benchmark_Estatico,Benchmark de pesos iguais rebalanceado,2020-01-31,2023-12-31,48,0,0.3422420049176287,0.07636038768646958,0.08510987434213856,0.8971977491060983,-0.08933046633128838,0.5833333333333334,0.051505551784493786,-0.0636215268498781,2.1969317988392905,0.045769412475818554,0.002196931798839291,134.22420049176287
TESTE,Original_1m,Regime original,2024-01-31,2026-05-31,29,3,0.28305159832955784,0.10864032468343088,0.08144426271556374,1.333922379073487,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.567420023098733,0.019566207693059758,0.0005674200230987329,128.30515983295578
TESTE,Confirmacao_2m,Confirmação de 2 meses,2024-01-31,2026-05-31,29,3,0.28305159832955784,0.10864032468343088,0.08144426271556374,1.333922379073487,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.567420023098733,0.019566207693059758,0.0005674200230987329,128.30515983295578
TESTE,Confirmacao_3m,Confirmação de 3 meses,2024-01-31,2026-05-31,29,3,0.28305159832955784,0.10864032468343088,0.08144426271556374,1.333922379073487,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.567420023098733,0.019566207693059758,0.0005674200230987329,128.30515983295578
TESTE,Benchmark_Estatico,Benchmark de pesos iguais rebalanceado,2024-01-31,2026-05-31,29,0,0.2830515983295576,0.10864032468343088,0.08144426271556376,1.3339223790734867,-0.04926589736819087,0.6551724137931034,0.08682466700421876,-0.036361902829802784,0.5674200230987332,0.019566207693059764,0.000567420023098733,128.30515983295575
