custo_base,custo_base_bps,custo_break_even,custo_break_even_bps,indice_final_portfolio_custo_base,indice_final_benchmark_custo_base,diferenca_final_custo_base,limite_inferior_testado,limite_superior_testado
0.001,10.0,0.0,0.0,172.21657497546323,172.21657497546323,0.0,0.0,0.05
