quantidade_ativos,quantidade_pares,correlacao_media,correlacao_mediana,correlacao_media_absoluta,maior_correlacao,menor_correlacao
3,3,0.054089201810877334,0.05343281876153293,0.054089201810877334,0.08557548823107425,0.02325929844002481
