quantidade_ativos,quantidade_pares,correlacao_media,correlacao_mediana,correlacao_media_absoluta,maior_correlacao,menor_correlacao
3,3,0.4062103719218471,0.19708370043784487,0.4062103719218471,0.9220931845544684,0.09945423077322812
