status_final,ativos_analisados,ativos_ok,ativos_atencao,ativos_erro,series_macro_analisadas,series_macro_ok,series_macro_atencao,series_macro_erro,data_analise_utc
APROVADO_COM_ATENCAO,12,0,12,0,4,3,1,0,2026-08-04T23:57:30.916162+00:00
