data,B5MB11.SA,BOVV11.SA,EURBRL=X,FIND11.SA,GC=F,IB5M11.SA,IMAB11.SA,JPYBRL=X,MATB11.SA,NG=F,USDBRL=X,ZC=F
2020-01-03,-0.49485351887319506,-0.8304654570695957,0.08244227155229655,0.49712726308557276,1.6202001424647339,0.10384057212060593,-0.07817246784567189,0.32486743042914323,0.6216203844225054,0.37700921304677504,0.17677036308150207,-1.2771392081736943
2020-01-06,-0.49485351887319506,-1.5267173129785427,1.0137530919835713,-1.3996189912463985,2.7353198538455192,0.10384057212060593,-0.07817246784567189,1.605357221556103,-0.1621658737595233,0.6126301400861012,1.0133694385424663,-1.7241379310344862
2020-01-07,-1.1777537911951574,-1.627382313820458,1.227635541840666,-1.8049717861197245,3.102659811618569,-1.869161988281931,-0.5992692439693581,1.3914850706508775,0.21622116501265332,1.885012358554139,1.0980207038236323,-1.7879948914431787
2020-01-08,-0.9798078531266019,-1.9797002168243094,0.9780989343380231,-2.745695095901035,2.1580862193547157,-1.3499512051511453,0.1172437928426806,1.8652370469284696,1.648650298247456,0.8953842409811896,1.2424265018060598,-1.8518518518518712
2020-01-09,-0.9798078531266019,-2.2145788188268622,0.5436409120622487,-3.6787744233986563,1.7841883353148624,-1.3499512051511453,0.1172437928426806,0.7877881391974428,1.243240768845011,2.0735113472975852,1.157775236524894,-2.107279693486619
2020-01-10,-0.12865919659545977,-2.5920613720506913,1.2142705447256041,-4.550666882020781,2.1646441456215193,-1.4537917772717401,0.22146712378099398,1.1830386384795055,1.7027055895006304,3.7700247171083,1.8873076765993924,-1.4687100893997607
2020-01-13,-0.15835675045485775,-1.140844409694075,0.5436409120622265,-4.321224876389196,1.5677287250942973,-1.4537917772717401,0.15632505712357414,0.6767928596735251,5.62162657041807,2.8275185378312084,1.3494931371925034,-0.5108556832694955
2020-01-14,-0.02969000299390956,-0.7969104567889462,2.807297458408864,-4.145314087147445,1.174157062254011,-1.3499512051511564,-0.1433045952191625,2.0493282546722336,5.405405405405395,3.0631507004304392,3.224358383775816,-0.6385696040868583
2020-01-15,-0.02969000299390956,-1.8287059155423946,2.3750704769869513,-5.001912746101178,1.8104280476180845,-1.3499512051511564,-0.1433045952191625,1.778607076811256,4.729729729729715,-0.09425511215165328,2.863326079998174,-1.0217113665389688
2020-01-16,-0.16824838420916866,-1.5938273135398306,3.6606280889955434,-4.726577671262511,1.6070842899311266,-1.6926322234241398,-0.3126699928148624,2.842532027624456,4.297297709696979,-2.1206445211533254,3.931475453745037,-4.086845466155831
2020-01-17,-0.19794593806856664,-0.09227465078129882,3.760897439370625,-3.2504780114722243,2.249921208797967,-1.5264809700089588,-0.03908126428086023,2.780267366913902,5.972970498574726,-5.607915137366504,4.165518987053218,-0.5747126436781769
2020-01-21,-0.02969000299390956,-1.4092780119772885,3.4979852107488663,-5.9273422562140965,2.0924909422146643,-0.8307404220203818,-0.06514206665738653,2.912915096477331,4.324320200327247,-10.697455246798604,4.287521287478069,-1.0217113665389688
2020-01-22,0.5839235278549237,-0.16776860144128714,3.9525013527012876,-4.015296367112764,2.020337738807809,-0.8307404220203818,0.24751798687359106,3.7196529113267207,7.945942234348569,-10.226202157160069,4.84524608942023,-0.7024265644955507
2020-01-23,0.5740318941006128,0.6878615058482973,3.3197462945332656,-1.8738026372788652,2.6303690118686385,-0.12461344006139408,0.41688338446930207,3.164676513707354,9.45945945945943,-9.236568421807156,4.108257689374262,0.5747126436781436
2020-01-24,0.6037218970945224,-0.18454930156258653,2.631289583047103,-3.112810474052896,3.0567383132789283,-0.8307404220203707,0.18238585950007824,3.023910376001271,6.189191663587379,-10.791704741170316,3.8044866832755764,-1.0855683269476502
2020-01-27,0.7422802783097815,-3.573527530364151,2.629058542193241,-5.162523900573579,3.4306361973187816,-1.2461106330305616,0.3126600535309887,3.048275685407975,-0.1621658737595566,-10.367579207607614,3.5654685524704854,-2.8097062579821364
2020-01-28,0.851148656531131,-1.7783766151024172,3.2150254864545147,-4.0688334186035675,2.9321056852656513,-1.5368674039793584,0.18238585950005604,4.46141320609863,0.5405426025390403,-8.859564826540334,4.725737024017684,-1.2771392081737165
2020-01-29,1.6132197532150894,-2.7178910231126507,2.9187007650451235,-4.933076059841035,2.971469257338466,-1.2045728196767747,0.6513809094385037,3.995779637963426,-0.7026981663059817,-11.54571193170395,4.409523587902919,-1.8518518518518712
2020-01-30,2.0190032631065113,-2.608842072172002,3.718560783167546,-4.948375694610386,3.870121351262701,-1.3707161505641552,0.7034925749076493,5.054278870042794,-1.0270299138249839,-13.80772788552489,5.293422893501343,-3.065134099616884
2020-01-31,2.533647600353861,-4.0768397346499174,4.206500041911654,-5.544933078393854,3.8307657864258715,-0.3219160728600179,0.2866091904383694,5.444113735570055,-3.000001649598838,-13.242225301514644,5.6245719946544925,-2.6181353767561033
2020-02-03,2.612825975581301,-3.4393075292416087,5.759421340245696,-5.430209158027566,3.4568679023860183,-0.31152963888959606,0.3126600535310109,6.957415268275091,-1.594595006994326,-14.278980975163424,6.6304736006777665,-3.2567049808429505
2020-02-04,3.2066486880560685,-2.5501224216713636,4.6030834896920725,-5.468452409849977,1.698919279374378,0.10384057212058373,0.5080763142193412,5.836651375485191,0.02702249063024631,-11.781338476523207,5.739106462560151,-2.3627075351213778
2020-02-05,3.394695441504836,-2.1558591683262684,4.629824107926228,-4.168257704200496,2.1843259316579156,-0.7580512292831965,0.8337667689386041,5.227538810276999,0.48648731128586586,-12.299719122237573,5.910902228144765,-2.7458492975734883
2020-02-06,2.4544692251264877,-2.8772756744552264,3.7074162029022695,-5.544933078393843,2.663166650438664,-0.12461344006141628,0.5601879796884868,4.3341710253106625,-0.3513542381493151,-12.25259156616174,5.410450596429306,-3.128991060025599
2020-02-07,2.959221928619482,-4.169114385431227,4.678832638682784,-5.759081284357038,2.892750120428822,-0.02077286794082145,0.4559646487501956,5.379146300471671,-2.9459463583456857,-12.441090554905166,6.58565473301489,-2.043422733077971
