data,IPCA_VARIACAO_3M_PP,IBC_BR_TENDENCIA_3M_PCT
2015-01-31,0.5505743609156788,-0.24128389045887655
2015-02-28,1.1463180172141652,-0.49842575961790425
2015-03-31,1.7210154183139972,-0.947785948631108
2015-04-30,1.0337825411134158,-1.5445139806659292
2015-05-31,0.7713369096831402,-2.013622516590041
2015-06-30,0.7658168033485531,-2.454167521770778
2015-07-31,1.3870429254587915,-2.6576562389403535
2015-08-31,1.0527637008014743,-2.4269225813552175
2015-09-30,0.5987325631636047,-1.9198234311052387
2015-10-31,0.37068377794917673,-0.9799040692583971
2015-11-30,0.950327043063659,-0.8849268413915534
2015-12-31,1.180316614403587,-0.7381570554572336
2016-01-31,0.7769710674045971,-1.4047230693740476
2016-02-29,-0.11987682789704834,-1.250810925062773
2016-03-31,-1.2865702143518778,-1.3130433629332194
2016-04-30,-1.4279813568709887,-0.889727795192452
2016-05-31,-1.0346008621356049,-0.9272838025160546
2016-06-30,-0.5424707713185484,-0.5535937704475358
2016-07-31,-0.5420287949808191,-0.4747477289633095
2016-08-31,-0.34672433725839724,-0.28908140176783226
2016-09-30,-0.36807158375957805,-0.4449814397757046
2016-10-31,-0.8624248408688482,-0.5197310228494123
2016-11-30,-1.987519916434132,-0.490007853157326
2016-12-31,-2.188330371967239,-0.6036918255162949
2017-01-31,-2.5199039474889107,-0.42310666799285634
2017-02-28,-2.2286646572068802,0.2358434171271684
2017-03-31,-1.717020169338701,1.1496803197626804
2017-04-30,-1.2714235467534474,1.7300537232813218
2017-05-31,-1.1616642177167957,1.0122130369907056
2017-06-30,-1.5726734132489817,0.552193155445635
2017-07-31,-1.371072937475315,0.1484176542996707
2017-08-31,-1.1413249443209317,0.499746506674148
2017-09-30,-0.46065815811011657,0.257704445920659
2017-10-31,-0.010119769633876174,0.08276295528999444
2017-11-30,0.34805080661381993,0.01106438272988619
2017-12-31,0.40964659481923515,0.6060522760996223
2018-01-31,0.15370985237177504,0.9441619335677665
2018-02-28,0.04094137015899779,1.000411584623273
2018-03-31,-0.26669486298256384,0.16059588505143996
2018-04-30,-0.0923633126818979,-0.08582934819610921
2018-05-31,0.010088956009401961,-1.082081348084285
2018-06-30,1.7103010309291067,-0.6232137529822546
2018-07-31,1.7219982643187803,-0.6029880116745878
2018-08-31,1.3377953619136074,1.4977495509560068
2018-09-30,0.13460857172489238,1.5946589526192545
2018-10-31,0.07210817387306445,1.6597831867810608
2018-11-30,-0.1467872811113491,0.3865463740834185
2018-12-31,-0.7800825261899957,0.3694750126080226
2019-01-31,-0.7802753971485776,0.38712389952104687
2019-02-28,-0.15558759495104546,0.2826297588455873
2019-03-31,0.8298831510956006,-0.40327987285124767
2019-04-30,1.164059819796015,-1.0577074532064468
2019-05-31,0.7680590693312839,-0.7541286804396141
2019-06-30,-1.2089513741210478,0.05929490187239761
2019-07-31,-1.7183986872486345,0.8020022928146409
2019-08-31,-1.2295576549123277,0.44895590452933565
2019-09-30,-0.4728672232070297,0.18792823858495566
2019-10-31,-0.6871443257549181,0.5275942768548925
2019-11-30,-0.15396882006566415,1.082441421981395
2019-12-31,1.4124933085183144,1.1912746650639017
2020-01-31,1.6566367505559398,0.4708732449290265
2020-02-29,0.7300889096483187,0.05558193155679181
2020-03-31,-1.0030814121748888,-2.267968896913297
2020-04-30,-1.7926244814856496,-7.130424333423657
2020-05-31,-2.1274395718315686,-11.348033025170567
2020-06-30,-1.1708025791351107,-10.11387992242263
2020-07-31,-0.09359344802666314,-2.1102695254983206
2020-08-31,0.5608146072156206,5.696294981073824
2020-09-30,1.0030055543330585,8.82386297611073
2020-10-31,1.6127543339873096,7.409825461152697
2020-11-30,1.8727888491180567,5.634295199455308
2020-12-31,1.3821799533736412,4.225000064154849
2021-01-31,0.6408550958145742,2.3854868177968225
2021-02-28,0.884189351651421,1.4787596105533707
2021-03-31,1.5819856278620037,-0.162096125420097
2021-04-30,2.200127700377852,-0.8997545109558969
2021-05-31,2.860621671850084,-1.9651027739752025
2021-06-30,2.247569442423636,-0.6309341244791322
2021-07-31,2.235457525184371,-0.10030415641867352
2021-08-31,1.6237660487824712,0.5559402318596751
2021-09-30,1.899479046071196,0.08299977505024092
2021-10-31,1.6780242950049207,0.48993865813153903
2021-11-30,1.0588199017755855,1.1117638307890143
2021-12-31,-0.18532072360881813,1.8796004174410186
2022-01-31,-0.2932343474102872,1.4246966701300545
2022-02-28,-0.19489477063223504,0.5865165205459322
2022-03-31,1.2382610812980985,-0.15765662140401204
2022-04-30,1.752045132693624,0.6234991291981462
2022-05-31,1.1875373087761432,1.225125548626682
2022-06-30,0.5874136430347399,1.1795988956090575
2022-07-31,-2.0622459340883914,1.0324808096116023
2022-08-31,-3.0040701838087944,1.0825089383974973
2022-09-30,-4.71813328555868,1.5744805210516244
2022-10-31,-3.5992193460494537,1.041681048330756
2022-11-30,-2.8265722464204446,0.43743978580088605
2022-12-31,-1.3837543724243062,-0.27087945386591317
2023-01-31,-0.6956955598234504,-0.7969341665184149
2023-02-28,-0.30418634524156385,0.111425638222995
2023-03-31,-1.134147532259866,1.1387819237472119
2023-04-30,-1.5896145103498016,2.977019177917417
2023-05-31,-1.6604697392925916,1.9683715811621205
2023-06-30,-1.489192958890273,0.9394854231109306
2023-07-31,-0.19226189340211253,-0.826250021554098
2023-08-31,0.672383893470152,-0.5910822165000384
2023-09-30,2.0237331613180087,-0.3774603793126219
2023-10-31,0.82680175492722,0.06696737311622236
2023-11-30,0.07532094204898421,0.38786822578114055
2023-12-31,-0.5641206992088366,1.117221516572986
2024-01-31,-0.31260821289749163,1.640557472757953
2024-02-29,-0.18726320830211307,1.6852786384482288
2024-03-31,-0.6955178036850862,0.866544768738553
2024-04-30,-0.8186209391271237,0.4047104490020992
2024-05-31,-0.5703221427027394,0.3126758881440317
2024-06-30,0.3019821128008804,0.9676155955304244
2024-07-31,0.8102286512566836,1.5736119717351338
2024-08-31,0.3116473374906725,1.7241896813933177
2024-09-30,0.19716188771330412,1.574119538005414
2024-10-31,0.2598540911258551,1.2926776547844243
2024-11-30,0.6354123730143879,1.1009902287140383
2024-12-31,0.4065556644637036,0.48207829142243863
2025-01-31,-0.1982248412705223,0.06268854972466542
2025-02-28,0.18461902570787725,0.046372279970841035
2025-03-31,0.64589384981526,1.0354959183284995
2025-04-30,0.9698541958204077,1.5727697752715653
2025-05-31,0.2620051444765181,1.3958090082418106
2025-06-30,-0.1260244040763414,0.1703158201961541
2025-07-31,-0.30450616648511897,-0.7758426414901987
2025-08-31,-0.18913478175135445,-0.9053102182033479
2025-09-30,-0.1787964789008667,-0.5445865733624267
2025-10-31,-0.5444110749755593,0.03514928462464706
2025-11-30,-0.6686651290710888,0.24208380881307612
2025-12-31,-0.9079838541286911,0.5220671231175977
2026-01-31,-0.23946013422360135,0.7953333981496336
2026-02-28,-0.6493386873202445,1.073100741988453
2026-03-31,-0.1215379133493899,1.1658221586018813
2026-04-30,-0.049631541340100505,1.0282967853683322
2026-05-31,0.9124099265474195,0.7186744429642289
2026-06-30,0.49848056133459107,
