data,Commodities,Moedas,Renda Fixa,Renda Variável
2025-07-31,-0.05488588020865411,-0.0017980569959739807,-0.005228206713042767,-0.034498369558689825
2025-08-31,0.009956279523213837,-0.016707728587147197,0.002699785274527189,0.05917113381274867
2025-09-30,0.08391726747328414,-0.018945387570818577,0.0022414247043977356,0.024087606029482417
2025-10-31,0.10796166276009293,-0.004997006913955511,0.0006361358519337094,0.03674658122316865
2025-11-30,0.08153380696351913,-0.009164803774790009,0.011457434980384503,0.04877597774038663
2025-12-31,-0.04452124920335961,0.045359335542935066,-0.001143951502246073,0.028976555237470263
2026-01-31,0.04901162740598967,-0.05719280663300863,0.23180610007144598,0.12375852424073715
2026-02-28,-0.06975108337709157,-0.020333651452808705,0.020944265993312044,0.030228231592841714
2026-03-31,-0.019797763030333464,0.006387032015300183,-0.007164334294073112,-0.049905359671322515
2026-04-30,-0.010785133569232755,-0.041218304702115294,0.022172248450489374,0.00014925225259332375
2026-05-31,0.04617925256431654,0.00780499348290357,-0.002026309623408551,-0.047773858952350534
2026-06-30,-0.06618208895301307,0.013509205858661518,-0.017527491550637264,-0.02661431658372741
2026-07-31,-0.028956989107931392,-0.013672896267508746,0.00777645605431343,0.0590503080788396
2026-08-31,0.016074375036192506,0.01089351029932432,0.0042455988572548025,0.008492344538171123
