regime,nome_regime,meses,frequencia,retorno_estrategia,volatilidade_estrategia,drawdown_estrategia,retorno_benchmark,volatilidade_benchmark,drawdown_benchmark,retorno_cdi,volatilidade_cdi,drawdown_cdi,excesso_vs_benchmark
EXPANSAO_DESINFLACIONARIA,Expansão desinflacionária,8,0.3333333333333333,-0.002024273174971891,0.06297283086913927,-0.013390913638928859,-0.002024273174971891,0.06297283086913927,-0.013390913638928859,0.07466221179906629,0.004873172041593931,0.0,0.0
EXPANSAO_INFLACIONARIA,Expansão inflacionária,13,0.5416666666666666,0.11902458496432122,0.05995803653538249,-0.02983891063351829,0.11902458496432122,0.05995803653538249,-0.02983891063351829,0.13863472511974395,0.004834710991766168,0.0,0.0
RECESSAO_DESINFLACIONARIA,Recessão desinflacionária,3,0.125,0.09375123676599229,0.02282519115654611,0.0,0.09375123676599229,0.02282519115654611,0.0,0.03590362910015221,0.00402047152564126,0.0,0.0
