segmento,meses,retorno_total,retorno_anualizado,volatilidade_anualizada,sharpe,drawdown_maximo,meses_positivos,melhor_mes,pior_mes
Commodities,24,0.5701635822182645,0.2530616833253918,0.23984406728728985,0.5620474787961999,-0.11046289215152905,0.5416666666666666,0.18499159273486612,-0.08194805379680414
Moedas,24,0.141429376898202,0.06837698257600167,0.08171028258595836,-0.5935714842223461,-0.09905706426908967,0.625,0.045359335542935066,-0.043875638150817776
Renda Fixa,24,0.01233726517909095,0.006149723042794042,0.021236697790333943,-5.454584336392609,-0.026678065109624782,0.5833333333333334,0.011457434980384503,-0.012869891933004288
Renda Variável,24,0.15576918097220238,0.0750670588257285,0.12814514982616848,-0.30527937131604954,-0.09542908279597728,0.625,0.06886136887623384,-0.06296071251987201
