segmento,meses,retorno_total,retorno_anualizado,volatilidade_anualizada,sharpe,drawdown_maximo,meses_positivos,melhor_mes,pior_mes
Commodities,48,0.6630345072745103,0.1355998204456237,0.2521611713969116,0.3137203056934082,-0.32723603974147,0.5416666666666666,0.1890722947037525,-0.12265239011004277
Moedas,48,0.10325792690519164,0.024871140956720383,0.14422928382442327,-0.2931180304028207,-0.2719632875473239,0.5208333333333334,0.1646922709252583,-0.0863560088652513
Renda Fixa,48,0.06424479979355557,0.015688146747814935,0.08940686685319368,-0.645810646177263,-0.12081603769092142,0.5625,0.06796498020944745,-0.11443203828838137
Renda Variável,48,0.29194240196154797,0.06613153142506056,0.2603473972701253,0.0827242941967697,-0.33792381859971643,0.5625,0.16162962194559585,-0.2766402606093983
