serie,meses,retorno_total,retorno_anualizado,volatilidade_anualizada,sharpe,drawdown_maximo,meses_positivos,melhor_mes,pior_mes
Estratégia,24,0.2214569459518756,0.10519543337451198,0.06468441465101697,-0.2562160662009507,-0.0298389106335184,0.7083333333333334,0.0350687530915549,-0.0363619028298027
Benchmark estático,24,0.2214569459518756,0.10519543337451198,0.06468441465101697,-0.2562160662009507,-0.0298389106335184,0.7083333333333334,0.0350687530915549,-0.0363619028298027
CDI,24,0.26758110573391436,0.12586904466457116,0.005462092252015234,21.815256429144913,0.0,1.0,0.0127573250874795,0.0078833696783628
