serie,meses,retorno_total,retorno_anualizado,volatilidade_anualizada,sharpe,drawdown_maximo,meses_positivos,melhor_mes,pior_mes
Estratégia,5,0.05042719891341063,0.12532586341329655,0.14940196356824298,-0.038314769235836425,-0.034488759158477156,0.4,0.0868246670042187,-0.0176503178011995
Benchmark estático,5,0.05042719891341063,0.12532586341329655,0.14940196356824298,-0.038314769235836425,-0.034488759158477156,0.4,0.0868246670042187,-0.0176503178011995
CDI,5,0.0566056848875105,0.1412769950994186,0.0028884897509205663,46.003768068761985,0.0,1.0,0.0121205359250438,0.0099702202530813
