origem,arquivo,caminho,extensao,modificacao_utc,tamanho_bytes,status_atualizacao
tabelas,05_validacao_final_backtest.csv,outputs/tabelas/05_validacao_final_backtest.csv,.csv,2026-08-05 00:06:53.511291+00:00,785,Atual ou posterior às bases centrais
tabelas,06_01_inventario_bases.csv,outputs/tabelas/06_01_inventario_bases.csv,.csv,2026-08-05 00:07:52.222624+00:00,597,Atual ou posterior às bases centrais
tabelas,06_01_resumo_modelo_original.csv,outputs/tabelas/06_01_resumo_modelo_original.csv,.csv,2026-08-05 00:07:52.225746+00:00,562,Atual ou posterior às bases centrais
tabelas,06_01_status_ativos_adicionais.csv,outputs/tabelas/06_01_status_ativos_adicionais.csv,.csv,2026-08-05 00:07:52.224456+00:00,101,Atual ou posterior às bases centrais
tabelas,06_02_regimes_suavizados.csv,outputs/tabelas/06_02_regimes_suavizados.csv,.csv,2026-08-05 00:07:52.946402+00:00,8380,Atual ou posterior às bases centrais
tabelas,06_02_resumo_suavizacao_regimes.csv,outputs/tabelas/06_02_resumo_suavizacao_regimes.csv,.csv,2026-08-05 00:07:52.947528+00:00,358,Atual ou posterior às bases centrais
tabelas,06_02_resumo_suavizacao_regimes_formatado.csv,outputs/tabelas/06_02_resumo_suavizacao_regimes_formatado.csv,.csv,2026-08-05 00:07:52.949913+00:00,305,Atual ou posterior às bases centrais
tabelas,06_03_comparacao_regimes_suavizados.csv,outputs/tabelas/06_03_comparacao_regimes_suavizados.csv,.csv,2026-08-05 00:07:55.904966+00:00,1668,Atual ou posterior às bases centrais
tabelas,06_03_comparacao_regimes_suavizados_formatada.csv,outputs/tabelas/06_03_comparacao_regimes_suavizados_formatada.csv,.csv,2026-08-05 00:07:55.909203+00:00,920,Atual ou posterior às bases centrais
tabelas,06_03_pesos_originais_por_regime.csv,outputs/tabelas/06_03_pesos_originais_por_regime.csv,.csv,2026-08-05 00:07:55.954535+00:00,1176,Atual ou posterior às bases centrais
tabelas,06_03_series_mensais_regimes_suavizados.csv,outputs/tabelas/06_03_series_mensais_regimes_suavizados.csv,.csv,2026-08-05 00:07:55.950027+00:00,244015,Atual ou posterior às bases centrais
tabelas,06_04_selecao_cenario_treino.csv,outputs/tabelas/06_04_selecao_cenario_treino.csv,.csv,2026-08-05 00:07:58.929885+00:00,679,Atual ou posterior às bases centrais
tabelas,06_04_series_fora_amostra.csv,outputs/tabelas/06_04_series_fora_amostra.csv,.csv,2026-08-05 00:07:58.932016+00:00,2927,Atual ou posterior às bases centrais
tabelas,06_04_validacao_treino_teste.csv,outputs/tabelas/06_04_validacao_treino_teste.csv,.csv,2026-08-05 00:07:58.923170+00:00,2865,Atual ou posterior às bases centrais
tabelas,06_04_validacao_treino_teste_formatada.csv,outputs/tabelas/06_04_validacao_treino_teste_formatada.csv,.csv,2026-08-05 00:07:58.927891+00:00,1559,Atual ou posterior às bases centrais
tabelas,06_05_grade_otimizacao_pesos.csv,outputs/tabelas/06_05_grade_otimizacao_pesos.csv,.csv,2026-08-05 00:08:02.916242+00:00,11035,Atual ou posterior às bases centrais
tabelas,06_05_grade_otimizacao_pesos_formatada.csv,outputs/tabelas/06_05_grade_otimizacao_pesos_formatada.csv,.csv,2026-08-05 00:08:02.918468+00:00,5734,Atual ou posterior às bases centrais
tabelas,06_05_parametros_selecionados.csv,outputs/tabelas/06_05_parametros_selecionados.csv,.csv,2026-08-05 00:08:02.918468+00:00,1072,Atual ou posterior às bases centrais
tabelas,06_05_pesos_selecionados_por_regime.csv,outputs/tabelas/06_05_pesos_selecionados_por_regime.csv,.csv,2026-08-05 00:08:02.919562+00:00,1324,Atual ou posterior às bases centrais
tabelas,06_05_series_teste_parametros_selecionados.csv,outputs/tabelas/06_05_series_teste_parametros_selecionados.csv,.csv,2026-08-05 00:08:02.921941+00:00,13810,Atual ou posterior às bases centrais
tabelas,06_06_contribuicao_ativos_por_regime.csv,outputs/tabelas/06_06_contribuicao_ativos_por_regime.csv,.csv,2026-08-05 00:08:05.034410+00:00,22519,Atual ou posterior às bases centrais
tabelas,06_06_contribuicao_ativos_por_regime_formatado.csv,outputs/tabelas/06_06_contribuicao_ativos_por_regime_formatado.csv,.csv,2026-08-05 00:08:05.037216+00:00,11506,Atual ou posterior às bases centrais
tabelas,06_06_diagnostico_por_regime.csv,outputs/tabelas/06_06_diagnostico_por_regime.csv,.csv,2026-08-05 00:08:05.030177+00:00,3472,Atual ou posterior às bases centrais
tabelas,06_06_diagnostico_por_regime_formatado.csv,outputs/tabelas/06_06_diagnostico_por_regime_formatado.csv,.csv,2026-08-05 00:08:05.031279+00:00,1953,Atual ou posterior às bases centrais
tabelas,06_06_regimes_problematicos_teste.csv,outputs/tabelas/06_06_regimes_problematicos_teste.csv,.csv,2026-08-05 00:08:05.038213+00:00,531,Atual ou posterior às bases centrais
tabelas,06_06_resumo_diagnostico.csv,outputs/tabelas/06_06_resumo_diagnostico.csv,.csv,2026-08-05 00:08:05.052256+00:00,558,Atual ou posterior às bases centrais
tabelas,06_06_series_mensais_diagnostico.csv,outputs/tabelas/06_06_series_mensais_diagnostico.csv,.csv,2026-08-05 00:08:05.051221+00:00,130736,Atual ou posterior às bases centrais
tabelas,06_07_betas_selecionados_por_regime.csv,outputs/tabelas/06_07_betas_selecionados_por_regime.csv,.csv,2026-08-05 00:08:10.317048+00:00,835,Atual ou posterior às bases centrais
tabelas,06_07_grade_ajustes_por_regime.csv,outputs/tabelas/06_07_grade_ajustes_por_regime.csv,.csv,2026-08-05 00:08:10.313196+00:00,6508,Atual ou posterior às bases centrais
tabelas,06_07_grade_ajustes_por_regime_formatada.csv,outputs/tabelas/06_07_grade_ajustes_por_regime_formatada.csv,.csv,2026-08-05 00:08:10.315778+00:00,3467,Atual ou posterior às bases centrais
tabelas,06_07_metricas_comparativas.csv,outputs/tabelas/06_07_metricas_comparativas.csv,.csv,2026-08-05 00:08:10.319186+00:00,1821,Atual ou posterior às bases centrais
tabelas,06_07_metricas_comparativas_formatadas.csv,outputs/tabelas/06_07_metricas_comparativas_formatadas.csv,.csv,2026-08-05 00:08:10.320336+00:00,982,Atual ou posterior às bases centrais
tabelas,06_07_pesos_otimizados_por_regime.csv,outputs/tabelas/06_07_pesos_otimizados_por_regime.csv,.csv,2026-08-05 00:08:10.318063+00:00,3178,Atual ou posterior às bases centrais
tabelas,06_07_resumo_ajuste_regimes.csv,outputs/tabelas/06_07_resumo_ajuste_regimes.csv,.csv,2026-08-05 00:08:10.327300+00:00,801,Atual ou posterior às bases centrais
tabelas,06_07_series_mensais_otimizadas.csv,outputs/tabelas/06_07_series_mensais_otimizadas.csv,.csv,2026-08-05 00:08:10.324682+00:00,39888,Atual ou posterior às bases centrais
tabelas,06_08_arquivos_proxy_removidos.csv,outputs/tabelas/06_08_arquivos_proxy_removidos.csv,.csv,2026-08-05 00:08:12.574501+00:00,434,Atual ou posterior às bases centrais
tabelas,06_08_resumo_renda_fixa.csv,outputs/tabelas/06_08_resumo_renda_fixa.csv,.csv,2026-08-05 00:08:12.571734+00:00,257,Atual ou posterior às bases centrais
tabelas,06_08_status_fontes_renda_fixa.csv,outputs/tabelas/06_08_status_fontes_renda_fixa.csv,.csv,2026-08-05 00:08:12.568145+00:00,320,Atual ou posterior às bases centrais
tabelas,06_08_validacao_renda_fixa.csv,outputs/tabelas/06_08_validacao_renda_fixa.csv,.csv,2026-08-05 00:08:12.570339+00:00,326,Atual ou posterior às bases centrais
tabelas,06_09_grade_otimizacao_cdi.csv,outputs/tabelas/06_09_grade_otimizacao_cdi.csv,.csv,2026-08-05 00:08:22.515540+00:00,1736584,Atual ou posterior às bases centrais
tabelas,06_09_grade_otimizacao_cdi_formatada.csv,outputs/tabelas/06_09_grade_otimizacao_cdi_formatada.csv,.csv,2026-08-05 00:08:22.562897+00:00,906199,Atual ou posterior às bases centrais
tabelas,06_09_metricas_treino_avaliacao.csv,outputs/tabelas/06_09_metricas_treino_avaliacao.csv,.csv,2026-08-05 00:08:22.566809+00:00,2372,Atual ou posterior às bases centrais
tabelas,06_09_metricas_treino_avaliacao_formatadas.csv,outputs/tabelas/06_09_metricas_treino_avaliacao_formatadas.csv,.csv,2026-08-05 00:08:22.567807+00:00,1272,Atual ou posterior às bases centrais
tabelas,06_09_parametros_selecionados_cdi.csv,outputs/tabelas/06_09_parametros_selecionados_cdi.csv,.csv,2026-08-05 00:08:22.562897+00:00,828,Atual ou posterior às bases centrais
tabelas,06_09_pesos_selecionados_5_ativos.csv,outputs/tabelas/06_09_pesos_selecionados_5_ativos.csv,.csv,2026-08-05 00:08:22.564404+00:00,1061,Atual ou posterior às bases centrais
tabelas,06_09_resumo_otimizacao_cdi.csv,outputs/tabelas/06_09_resumo_otimizacao_cdi.csv,.csv,2026-08-05 00:08:22.574307+00:00,947,Atual ou posterior às bases centrais
tabelas,06_09_series_mensais_modelo_cdi.csv,outputs/tabelas/06_09_series_mensais_modelo_cdi.csv,.csv,2026-08-05 00:08:22.572794+00:00,52998,Atual ou posterior às bases centrais
tabelas,06_09_validacao_otimizacao_cdi.csv,outputs/tabelas/06_09_validacao_otimizacao_cdi.csv,.csv,2026-08-05 00:08:24.741507+00:00,411,Atual ou posterior às bases centrais
tabelas,06_10_decisao_modelo.csv,outputs/tabelas/06_10_decisao_modelo.csv,.csv,2026-08-05 00:08:27.901157+00:00,632,Atual ou posterior às bases centrais
tabelas,06_10_grade_sensibilidade_cdi.csv,outputs/tabelas/06_10_grade_sensibilidade_cdi.csv,.csv,2026-08-05 00:08:27.896869+00:00,691330,Atual ou posterior às bases centrais
tabelas,06_10_metricas_comparadores.csv,outputs/tabelas/06_10_metricas_comparadores.csv,.csv,2026-08-05 00:08:27.833596+00:00,4008,Atual ou posterior às bases centrais
tabelas,06_10_metricas_comparadores_formatadas.csv,outputs/tabelas/06_10_metricas_comparadores_formatadas.csv,.csv,2026-08-05 00:08:27.835066+00:00,1890,Atual ou posterior às bases centrais
tabelas,06_10_pesos_carteira_estatica.csv,outputs/tabelas/06_10_pesos_carteira_estatica.csv,.csv,2026-08-05 00:08:27.842819+00:00,1037,Atual ou posterior às bases centrais
tabelas,06_10_resumo_final_robustez.csv,outputs/tabelas/06_10_resumo_final_robustez.csv,.csv,2026-08-05 00:08:27.901157+00:00,1559,Atual ou posterior às bases centrais
tabelas,06_10_resumo_sensibilidade.csv,outputs/tabelas/06_10_resumo_sensibilidade.csv,.csv,2026-08-05 00:08:27.898886+00:00,798,Atual ou posterior às bases centrais
tabelas,06_10_rolling_12m_avaliacao.csv,outputs/tabelas/06_10_rolling_12m_avaliacao.csv,.csv,2026-08-05 00:08:27.900155+00:00,3163,Atual ou posterior às bases centrais
tabelas,06_10_sensibilidade_por_confirmacao.csv,outputs/tabelas/06_10_sensibilidade_por_confirmacao.csv,.csv,2026-08-05 00:08:27.897873+00:00,671,Atual ou posterior às bases centrais
tabelas,06_10_series_comparadores.csv,outputs/tabelas/06_10_series_comparadores.csv,.csv,2026-08-05 00:08:27.841642+00:00,55793,Atual ou posterior às bases centrais
tabelas,06_10_validacoes.csv,outputs/tabelas/06_10_validacoes.csv,.csv,2026-08-05 00:08:30.356045+00:00,692,Atual ou posterior às bases centrais
tabelas,06_11_estabilidade_parametros.csv,outputs/tabelas/06_11_estabilidade_parametros.csv,.csv,2026-08-05 00:08:59.890825+00:00,665,Atual ou posterior às bases centrais
tabelas,06_11_grade_selecao_walk_forward.csv,outputs/tabelas/06_11_grade_selecao_walk_forward.csv,.csv,2026-08-05 00:08:59.885485+00:00,6538052,Atual ou posterior às bases centrais
tabelas,06_11_janelas_walk_forward.csv,outputs/tabelas/06_11_janelas_walk_forward.csv,.csv,2026-08-05 00:08:59.413631+00:00,438,Atual ou posterior às bases centrais
tabelas,06_11_metricas_comparativas.csv,outputs/tabelas/06_11_metricas_comparativas.csv,.csv,2026-08-05 00:08:59.900293+00:00,2786,Atual ou posterior às bases centrais
tabelas,06_11_metricas_comparativas_formatadas.csv,outputs/tabelas/06_11_metricas_comparativas_formatadas.csv,.csv,2026-08-05 00:08:59.902722+00:00,1617,Atual ou posterior às bases centrais
tabelas,06_11_parametros_por_recalibracao.csv,outputs/tabelas/06_11_parametros_por_recalibracao.csv,.csv,2026-08-05 00:08:59.886878+00:00,1006,Atual ou posterior às bases centrais
tabelas,06_11_pesos_por_recalibracao.csv,outputs/tabelas/06_11_pesos_por_recalibracao.csv,.csv,2026-08-05 00:08:59.887883+00:00,3227,Atual ou posterior às bases centrais
tabelas,06_11_resultados_anuais.csv,outputs/tabelas/06_11_resultados_anuais.csv,.csv,2026-08-05 00:08:59.906358+00:00,2086,Atual ou posterior às bases centrais
tabelas,06_11_resumo_walk_forward.csv,outputs/tabelas/06_11_resumo_walk_forward.csv,.csv,2026-08-05 00:08:59.906358+00:00,1999,Atual ou posterior às bases centrais
tabelas,06_11_rolling_12m.csv,outputs/tabelas/06_11_rolling_12m.csv,.csv,2026-08-05 00:08:59.904228+00:00,2968,Atual ou posterior às bases centrais
tabelas,06_11_series_walk_forward.csv,outputs/tabelas/06_11_series_walk_forward.csv,.csv,2026-08-05 00:08:59.897907+00:00,74321,Atual ou posterior às bases centrais
tabelas,06_11_validacoes.csv,outputs/tabelas/06_11_validacoes.csv,.csv,2026-08-05 00:09:02.623309+00:00,591,Atual ou posterior às bases centrais
tabelas,06_12_configuracao_modelo_oficial.csv,outputs/tabelas/06_12_configuracao_modelo_oficial.csv,.csv,2026-08-05 00:09:02.931108+00:00,1255,Atual ou posterior às bases centrais
tabelas,06_12_decisao_final_modelo.csv,outputs/tabelas/06_12_decisao_final_modelo.csv,.csv,2026-08-05 00:09:02.930105+00:00,884,Atual ou posterior às bases centrais
tabelas,06_12_limitacoes_metodologicas.csv,outputs/tabelas/06_12_limitacoes_metodologicas.csv,.csv,2026-08-05 00:09:02.944422+00:00,1215,Atual ou posterior às bases centrais
tabelas,06_12_metricas_finais_modelos.csv,outputs/tabelas/06_12_metricas_finais_modelos.csv,.csv,2026-08-05 00:09:02.936370+00:00,2705,Atual ou posterior às bases centrais
tabelas,06_12_metricas_finais_modelos_formatadas.csv,outputs/tabelas/06_12_metricas_finais_modelos_formatadas.csv,.csv,2026-08-05 00:09:02.938368+00:00,1617,Atual ou posterior às bases centrais
tabelas,06_12_pesos_oficiais_atuais.csv,outputs/tabelas/06_12_pesos_oficiais_atuais.csv,.csv,2026-08-05 00:09:02.933349+00:00,1316,Atual ou posterior às bases centrais
tabelas,06_12_resumo_modelo_final.csv,outputs/tabelas/06_12_resumo_modelo_final.csv,.csv,2026-08-05 00:09:02.945464+00:00,1417,Atual ou posterior às bases centrais
tabelas,06_12_series_modelos_finais.csv,outputs/tabelas/06_12_series_modelos_finais.csv,.csv,2026-08-05 00:09:02.942916+00:00,34101,Atual ou posterior às bases centrais
tabelas,06_12_validacoes_finais.csv,outputs/tabelas/06_12_validacoes_finais.csv,.csv,2026-08-05 00:09:05.121775+00:00,1166,Atual ou posterior às bases centrais
tabelas,07_01_inventario_arquivos_finais.csv,outputs/tabelas/07_01_inventario_arquivos_finais.csv,.csv,2026-08-05 00:10:09.923267+00:00,1398,Atual ou posterior às bases centrais
tabelas,07_01_resumo_base_final.csv,outputs/tabelas/07_01_resumo_base_final.csv,.csv,2026-08-05 00:10:09.925397+00:00,1215,Atual ou posterior às bases centrais
tabelas,07_01_validacoes_entradas.csv,outputs/tabelas/07_01_validacoes_entradas.csv,.csv,2026-08-05 00:10:09.929712+00:00,1373,Atual ou posterior às bases centrais
tabelas,07_02_comparacao_desempenho_risco.csv,outputs/tabelas/07_02_comparacao_desempenho_risco.csv,.csv,2026-08-05 00:10:10.318530+00:00,2586,Atual ou posterior às bases centrais
tabelas,07_02_comparacao_desempenho_risco_formatada.csv,outputs/tabelas/07_02_comparacao_desempenho_risco_formatada.csv,.csv,2026-08-05 00:10:10.319688+00:00,1322,Atual ou posterior às bases centrais
tabelas,07_02_comparacao_mensal_modelo_oficial.csv,outputs/tabelas/07_02_comparacao_mensal_modelo_oficial.csv,.csv,2026-08-05 00:10:10.323977+00:00,908,Atual ou posterior às bases centrais
tabelas,07_02_conclusoes_comparativas.csv,outputs/tabelas/07_02_conclusoes_comparativas.csv,.csv,2026-08-05 00:10:10.328691+00:00,778,Atual ou posterior às bases centrais
tabelas,07_02_posicoes_por_metrica.csv,outputs/tabelas/07_02_posicoes_por_metrica.csv,.csv,2026-08-05 00:10:10.327645+00:00,1000,Atual ou posterior às bases centrais
tabelas,07_02_resultados_anuais.csv,outputs/tabelas/07_02_resultados_anuais.csv,.csv,2026-08-05 00:10:10.321977+00:00,2437,Atual ou posterior às bases centrais
tabelas,07_02_resultados_anuais_formatados.csv,outputs/tabelas/07_02_resultados_anuais_formatados.csv,.csv,2026-08-05 00:10:10.322979+00:00,1724,Atual ou posterior às bases centrais
tabelas,07_02_validacoes.csv,outputs/tabelas/07_02_validacoes.csv,.csv,2026-08-05 00:10:13.017037+00:00,399,Atual ou posterior às bases centrais
