data,regime,nome_regime,retorno_estrategia,retorno_benchmark,retorno_cdi
2026-01-31,EXPANSAO_DESINFLACIONARIA,Expansão desinflacionária,0.0868246670042187,0.0868246670042187,0.0116415613879778
2020-08-31,RECESSAO_DESINFLACIONARIA,Recessão desinflacionária,0.0515055517844937,0.0515055517844937,0.0015988959789294
2020-04-30,EXPANSAO_INFLACIONARIA,Expansão inflacionária,0.0497684275477665,0.0497684275477665,0.0028492490278402
2020-10-31,EXPANSAO_INFLACIONARIA,Expansão inflacionária,0.0444458025638641,0.0444458025638641,0.0015696620595304
2020-12-31,EXPANSAO_INFLACIONARIA,Expansão inflacionária,0.0404366032137544,0.0404366032137544,0.0016444692975896
